locus_tag	ftype	gene	EC_number	product
SRR5929605_00059	CDS	yqjF		Inner membrane protein YqjF
SRR5929605_00059	gene	yqjF		
SRR5929605_00060	CDS			hypothetical protein
SRR5929605_00060	gene			
SRR5929605_00061	CDS	yqjE		Inner membrane protein YqjE
SRR5929605_00061	gene	yqjE		
SRR5929605_00062	CDS			hypothetical protein
SRR5929605_00062	gene			
SRR5929605_00063	CDS			hypothetical protein
SRR5929605_00063	gene			
SRR5929605_00064	CDS	mzrA_1		Modulator protein MzrA
SRR5929605_00064	gene	mzrA_1		
SRR5929605_00065	CDS	yqjA		Inner membrane protein YqjA
SRR5929605_00065	gene	yqjA		
SRR5929605_00066	CDS	sstT		Serine/threonine transporter SstT
SRR5929605_00066	gene	sstT		
SRR5929605_00067	CDS	alx		Inner membrane protein alx
SRR5929605_00067	gene	alx		
SRR5929605_00068	CDS	afr_1	1.1.1.292	1,5-anhydro-D-fructose reductase
SRR5929605_00068	gene	afr_1		
SRR5929605_00069	CDS			hypothetical protein
SRR5929605_00069	gene			
SRR5929605_00070	CDS			hypothetical protein
SRR5929605_00070	gene			
SRR5929605_00071	CDS	rlmG	2.1.1.174	Ribosomal RNA large subunit methyltransferase G
SRR5929605_00071	gene	rlmG		
SRR5929605_00072	CDS	fadH	1.3.1.34	2,4-dienoyl-CoA reductase [NADPH]
SRR5929605_00072	gene	fadH		
SRR5929605_00073	CDS	patA	2.6.1.82	Putrescine aminotransferase
SRR5929605_00073	gene	patA		
SRR5929605_00074	CDS	aer		Aerotaxis receptor
SRR5929605_00074	gene	aer		
SRR5929605_00075	CDS	trg_1		Methyl-accepting chemotaxis protein III
SRR5929605_00075	gene	trg_1		
SRR5929605_00076	CDS	yqjI		Transcriptional regulator YqjI
SRR5929605_00076	gene	yqjI		
SRR5929605_00077	CDS	yqjH	1.16.1.9	NADPH-dependent ferric-chelate reductase
SRR5929605_00077	gene	yqjH		
SRR5929605_00078	tRNA			tRNA-Met(cat)
SRR5929605_00078	gene			
SRR5929605_00079	CDS	mug	3.2.2.28	G/U mismatch-specific DNA glycosylase
SRR5929605_00079	gene	mug		
SRR5929605_00080	CDS	rpoD		RNA polymerase sigma factor RpoD
SRR5929605_00080	gene	rpoD		
SRR5929605_00081	CDS	dnaG	2.7.7.-	DNA primase
SRR5929605_00081	gene	dnaG		
SRR5929605_00082	CDS	rpsU		30S ribosomal protein S21
SRR5929605_00082	gene	rpsU		
SRR5929605_00083	CDS	tsaD	2.3.1.234	tRNA N6-adenosine threonylcarbamoyltransferase
SRR5929605_00083	gene	tsaD		
SRR5929605_00084	CDS	plsY	2.3.1.15	putative glycerol-3-phosphate acyltransferase
SRR5929605_00084	gene	plsY		
SRR5929605_00085	CDS	folB	4.1.2.25	Dihydroneopterin aldolase
SRR5929605_00085	gene	folB		
SRR5929605_00086	CDS	uppP	3.6.1.27	Undecaprenyl-diphosphatase
SRR5929605_00086	gene	uppP		
SRR5929605_00087	CDS	cca		Multifunctional CCA protein
SRR5929605_00087	gene	cca		
SRR5929605_00088	CDS			hypothetical protein
SRR5929605_00088	gene			
SRR5929605_00089	CDS	ygiF	3.6.1.25	Inorganic triphosphatase
SRR5929605_00089	gene	ygiF		
SRR5929605_00090	CDS	glnE		Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
SRR5929605_00090	gene	glnE		
SRR5929605_00091	CDS	hldE		Bifunctional protein HldE
SRR5929605_00091	gene	hldE		
SRR5929605_00092	CDS	yqiK		Inner membrane protein YqiK
SRR5929605_00092	gene	yqiK		
SRR5929605_00093	CDS	yqiJ		Inner membrane protein YqiJ
SRR5929605_00093	gene	yqiJ		
SRR5929605_00094	CDS	glgS		Surface composition regulator
SRR5929605_00094	gene	glgS		
SRR5929605_00095	CDS			hypothetical protein
SRR5929605_00095	gene			
SRR5929605_00096	CDS	ribB	4.1.99.12	3,4-dihydroxy-2-butanone 4-phosphate synthase
SRR5929605_00096	gene	ribB		
SRR5929605_00097	CDS	dsbI		Protein-disulfide oxidoreductase DsbI
SRR5929605_00097	gene	dsbI		
SRR5929605_00098	CDS	dsbL		Thiol:disulfide interchange protein DsbL
SRR5929605_00098	gene	dsbL		
SRR5929605_00099	CDS	assT_1	2.8.2.22	Arylsulfate sulfotransferase AssT
SRR5929605_00099	gene	assT_1		
SRR5929605_00100	CDS			hypothetical protein
SRR5929605_00100	gene			
SRR5929605_00101	CDS	zupT		Zinc transporter ZupT
SRR5929605_00101	gene	zupT		
SRR5929605_00102	CDS	ygiD	1.13.11.29	4,5-DOPA dioxygenase extradiol
SRR5929605_00102	gene	ygiD		
SRR5929605_00103	CDS	ygiC	6.3.1.-	Putative acid--amine ligase YgiC
SRR5929605_00103	gene	ygiC		
SRR5929605_00104	CDS			hypothetical protein
SRR5929605_00104	gene			
SRR5929605_00105	CDS	tolC_1		Outer membrane protein TolC
SRR5929605_00105	gene	tolC_1		
SRR5929605_00106	CDS	nudF	3.6.1.13	ADP-ribose pyrophosphatase
SRR5929605_00106	gene	nudF		
SRR5929605_00107	CDS			hypothetical protein
SRR5929605_00107	gene			
SRR5929605_00108	CDS	cpdA	3.1.4.53	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
SRR5929605_00108	gene	cpdA		
SRR5929605_00109	CDS			hypothetical protein
SRR5929605_00109	gene			
SRR5929605_00110	CDS	parE	5.99.1.3	DNA topoisomerase 4 subunit B
SRR5929605_00110	gene	parE		
SRR5929605_00111	CDS	ygiN	1.-.-.-	putative quinol monooxygenase YgiN
SRR5929605_00111	gene	ygiN		
SRR5929605_00112	CDS	mdaB		Modulator of drug activity B
SRR5929605_00112	gene	mdaB		
SRR5929605_00113	CDS	qseC_1	2.7.13.3	Sensor protein QseC
SRR5929605_00113	gene	qseC_1		
SRR5929605_00114	CDS	qseB		Transcriptional regulatory protein QseB
SRR5929605_00114	gene	qseB		
SRR5929605_00115	CDS			hypothetical protein
SRR5929605_00115	gene			
SRR5929605_00116	CDS	adaA_1	2.1.1.-	Bifunctional transcriptional activator/DNA repair enzyme AdaA
SRR5929605_00116	gene	adaA_1		
SRR5929605_00117	CDS	parC	5.99.1.3	DNA topoisomerase 4 subunit A
SRR5929605_00117	gene	parC		
SRR5929605_00118	CDS	plsC	2.3.1.51	1-acyl-sn-glycerol-3-phosphate acyltransferase
SRR5929605_00118	gene	plsC		
SRR5929605_00119	CDS	ftsP		Cell division protein FtsP
SRR5929605_00119	gene	ftsP		
SRR5929605_00120	CDS	dctM_1		C4-dicarboxylate TRAP transporter large permease protein DctM
SRR5929605_00120	gene	dctM_1		
SRR5929605_00121	CDS	siaQ_1		Sialic acid TRAP transporter small permease protein SiaQ
SRR5929605_00121	gene	siaQ_1		
SRR5929605_00122	CDS			Solute-binding protein
SRR5929605_00122	gene			
SRR5929605_00123	CDS	rimO_1	2.8.4.4	Ribosomal protein S12 methylthiotransferase RimO
SRR5929605_00123	gene	rimO_1		
SRR5929605_00124	CDS			hypothetical protein
SRR5929605_00124	gene			
SRR5929605_00125	CDS			putative HIT-like protein
SRR5929605_00125	gene			
SRR5929605_00126	CDS	yflS		Putative malate transporter YflS
SRR5929605_00126	gene	yflS		
SRR5929605_00127	CDS	dkgA	1.1.1.274	2,5-diketo-D-gluconic acid reductase A
SRR5929605_00127	gene	dkgA		
SRR5929605_00128	CDS	yqhD	1.1.1.-	Alcohol dehydrogenase YqhD
SRR5929605_00128	gene	yqhD		
SRR5929605_00129	CDS	rclR_1		RCS-specific HTH-type transcriptional activator RclR
SRR5929605_00129	gene	rclR_1		
SRR5929605_00130	CDS	yghB		Inner membrane protein YghB
SRR5929605_00130	gene	yghB		
SRR5929605_00131	CDS	metC	4.4.1.8	Cystathionine beta-lyase MetC
SRR5929605_00131	gene	metC		
SRR5929605_00132	CDS			hypothetical protein
SRR5929605_00132	gene			
SRR5929605_00133	CDS	exbB_1		Biopolymer transport protein ExbB
SRR5929605_00133	gene	exbB_1		
SRR5929605_00134	CDS	exbD_1		Biopolymer transport protein ExbD
SRR5929605_00134	gene	exbD_1		
SRR5929605_00135	CDS	yghA	1.-.-.-	putative oxidoreductase YghA
SRR5929605_00135	gene	yghA		
SRR5929605_00136	CDS			hypothetical protein
SRR5929605_00136	gene			
SRR5929605_00137	CDS			hypothetical protein
SRR5929605_00137	gene			
SRR5929605_00138	CDS			hypothetical protein
SRR5929605_00138	gene			
SRR5929605_00139	CDS			hypothetical protein
SRR5929605_00139	gene			
SRR5929605_00140	CDS	trg_2		Methyl-accepting chemotaxis protein III
SRR5929605_00140	gene	trg_2		
SRR5929605_00141	CDS			hypothetical protein
SRR5929605_00141	gene			
SRR5929605_00142	CDS	hybO	1.12.99.6	Hydrogenase-2 small chain
SRR5929605_00142	gene	hybO		
SRR5929605_00143	CDS	fdnH_1		Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
SRR5929605_00143	gene	fdnH_1		
SRR5929605_00144	CDS	hybB		putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
SRR5929605_00144	gene	hybB		
SRR5929605_00145	CDS	hybC	1.12.99.6	Hydrogenase-2 large chain
SRR5929605_00145	gene	hybC		
SRR5929605_00146	CDS	hybD	3.4.23.-	Hydrogenase 2 maturation protease
SRR5929605_00146	gene	hybD		
SRR5929605_00147	CDS	hybE		Hydrogenase-2 operon protein HybE
SRR5929605_00147	gene	hybE		
SRR5929605_00148	CDS	hypA_1		hydrogenase nickel incorporation protein HypA
SRR5929605_00148	gene	hypA_1		
SRR5929605_00149	CDS	hybG		Hydrogenase-2 operon protein HybG
SRR5929605_00149	gene	hybG		
SRR5929605_00150	CDS	yfmC		Fe(3+)-citrate-binding protein YfmC
SRR5929605_00150	gene	yfmC		
SRR5929605_00151	CDS			hypothetical protein
SRR5929605_00151	gene			
SRR5929605_00152	CDS	yghU	1.8.4.-	Disulfide-bond oxidoreductase YghU
SRR5929605_00152	gene	yghU		
SRR5929605_00153	CDS	gss		Bifunctional glutathionylspermidine synthetase/amidase
SRR5929605_00153	gene	gss		
SRR5929605_00154	CDS	mcpQ		Methyl-accepting chemotaxis protein McpQ
SRR5929605_00154	gene	mcpQ		
SRR5929605_00155	CDS	uxaC	5.3.1.12	Uronate isomerase
SRR5929605_00155	gene	uxaC		
SRR5929605_00156	CDS	por_1	1.1.1.-	Polyol:NADP oxidoreductase
SRR5929605_00156	gene	por_1		
SRR5929605_00157	CDS	uxuA	4.2.1.8	Mannonate dehydratase
SRR5929605_00157	gene	uxuA		
SRR5929605_00158	CDS	exuT_1		Hexuronate transporter
SRR5929605_00158	gene	exuT_1		
SRR5929605_00159	CDS	ramA	3.5.1.100	(R)-stereoselective amidase
SRR5929605_00159	gene	ramA		
SRR5929605_00160	CDS	pgdA	3.5.1.-	Peptidoglycan deacetylase
SRR5929605_00160	gene	pgdA		
SRR5929605_00161	CDS			hypothetical protein
SRR5929605_00161	gene			
SRR5929605_00162	CDS	iraD		Anti-adapter protein IraD
SRR5929605_00162	gene	iraD		
SRR5929605_00163	CDS	feaB	1.2.1.39	Phenylacetaldehyde dehydrogenase
SRR5929605_00163	gene	feaB		
SRR5929605_00164	CDS	puuB	1.4.3.-	Gamma-glutamylputrescine oxidoreductase
SRR5929605_00164	gene	puuB		
SRR5929605_00165	CDS			hypothetical protein
SRR5929605_00165	gene			
SRR5929605_00166	CDS	steT		Serine/threonine exchanger SteT
SRR5929605_00166	gene	steT		
SRR5929605_00167	CDS			hypothetical protein
SRR5929605_00167	gene			
SRR5929605_00168	CDS	yhjB_1		Putative HTH-type transcriptional regulator YhjB
SRR5929605_00168	gene	yhjB_1		
SRR5929605_00169	CDS	atsB	1.1.99.-	Anaerobic sulfatase-maturating enzyme
SRR5929605_00169	gene	atsB		
SRR5929605_00170	CDS	atsA	3.1.6.1	Arylsulfatase
SRR5929605_00170	gene	atsA		
SRR5929605_00171	CDS	hcaR_1		Hca operon transcriptional activator HcaR
SRR5929605_00171	gene	hcaR_1		
SRR5929605_00172	CDS	mcl1	4.1.3.24	L-malyl-CoA/beta-methylmalyl-CoA lyase
SRR5929605_00172	gene	mcl1		
SRR5929605_00173	CDS	mch	4.2.1.148	Mesaconyl-CoA hydratase
SRR5929605_00173	gene	mch		
SRR5929605_00174	CDS	cat1	2.8.3.-	Succinyl-CoA:coenzyme A transferase
SRR5929605_00174	gene	cat1		
SRR5929605_00175	CDS			Virulence protein
SRR5929605_00175	gene			
SRR5929605_00176	tRNA			tRNA-Phe(gaa)
SRR5929605_00176	gene			
SRR5929605_00177	CDS	ydfK		putative membrane protein YdfK
SRR5929605_00177	gene	ydfK		
SRR5929605_00178	CDS	speC	4.1.1.17	Constitutive ornithine decarboxylase
SRR5929605_00178	gene	speC		
SRR5929605_00179	CDS			hypothetical protein
SRR5929605_00179	gene			
SRR5929605_00180	CDS	nupG		Nucleoside permease NupG
SRR5929605_00180	gene	nupG		
SRR5929605_00181	CDS	mltC	4.2.2.-	Membrane-bound lytic murein transglycosylase C
SRR5929605_00181	gene	mltC		
SRR5929605_00182	CDS	yggX		putative Fe(2+)-trafficking protein
SRR5929605_00182	gene	yggX		
SRR5929605_00183	CDS	mutY	3.2.2.-	Adenine DNA glycosylase
SRR5929605_00183	gene	mutY		
SRR5929605_00184	CDS	trmB	2.1.1.33	tRNA (guanine-N(7)-)-methyltransferase
SRR5929605_00184	gene	trmB		
SRR5929605_00185	CDS			hypothetical protein
SRR5929605_00185	gene			
SRR5929605_00186	CDS			hypothetical protein
SRR5929605_00186	gene			
SRR5929605_00187	CDS	ansB_1	3.5.1.1	L-asparaginase 2
SRR5929605_00187	gene	ansB_1		
SRR5929605_00188	CDS			hypothetical protein
SRR5929605_00188	gene			
SRR5929605_00189	CDS	hemN_1	1.3.99.-	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
SRR5929605_00189	gene	hemN_1		
SRR5929605_00190	CDS	rdgB	3.6.1.9	dITP/XTP pyrophosphatase
SRR5929605_00190	gene	rdgB		
SRR5929605_00191	CDS			hypothetical protein
SRR5929605_00191	gene			
SRR5929605_00192	CDS			hypothetical protein
SRR5929605_00192	gene			
SRR5929605_00193	CDS			hypothetical protein
SRR5929605_00193	gene			
SRR5929605_00194	CDS	pilT_1		Twitching mobility protein
SRR5929605_00194	gene	pilT_1		
SRR5929605_00195	CDS			hypothetical protein
SRR5929605_00195	gene			
SRR5929605_00196	CDS	yqgF	3.1.-.-	Putative pre-16S rRNA nuclease
SRR5929605_00196	gene	yqgF		
SRR5929605_00197	CDS			hypothetical protein
SRR5929605_00197	gene			
SRR5929605_00198	CDS	gshB	6.3.2.3	Glutathione synthetase
SRR5929605_00198	gene	gshB		
SRR5929605_00199	CDS	rsmE	2.1.1.193	Ribosomal RNA small subunit methyltransferase E
SRR5929605_00199	gene	rsmE		
SRR5929605_00200	CDS	endA	3.1.21.1	Endonuclease-1
SRR5929605_00200	gene	endA		
SRR5929605_00201	CDS	sprT		Protein SprT
SRR5929605_00201	gene	sprT		
SRR5929605_00202	CDS	galP		Galactose-proton symporter
SRR5929605_00202	gene	galP		
SRR5929605_00203	CDS	metK	2.5.1.6	S-adenosylmethionine synthase
SRR5929605_00203	gene	metK		
SRR5929605_00204	CDS			hypothetical protein
SRR5929605_00204	gene			
SRR5929605_00205	CDS	speA	4.1.1.19	Biosynthetic arginine decarboxylase
SRR5929605_00205	gene	speA		
SRR5929605_00206	CDS			hypothetical protein
SRR5929605_00206	gene			
SRR5929605_00207	CDS	pdhR_1		Pyruvate dehydrogenase complex repressor
SRR5929605_00207	gene	pdhR_1		
SRR5929605_00208	CDS	mtlK	1.1.1.67	Mannitol 2-dehydrogenase
SRR5929605_00208	gene	mtlK		
SRR5929605_00209	CDS	lgoD	1.1.1.-	L-galactonate-5-dehydrogenase
SRR5929605_00209	gene	lgoD		
SRR5929605_00210	CDS	yjmC	1.1.1.-	putative oxidoreductase YjmC
SRR5929605_00210	gene	yjmC		
SRR5929605_00211	CDS	tabA_1		Toxin-antitoxin biofilm protein TabA
SRR5929605_00211	gene	tabA_1		
SRR5929605_00212	CDS	cpo	1.11.1.10	Non-heme chloroperoxidase
SRR5929605_00212	gene	cpo		
SRR5929605_00213	CDS	speB	3.5.3.11	Agmatinase
SRR5929605_00213	gene	speB		
SRR5929605_00214	CDS	loiP_1	3.4.24.-	Metalloprotease LoiP
SRR5929605_00214	gene	loiP_1		
SRR5929605_00215	CDS	tktA_1	2.2.1.1	Transketolase 1
SRR5929605_00215	gene	tktA_1		
SRR5929605_00216	CDS	ecfA1_1	3.6.3.-	Energy-coupling factor transporter ATP-binding protein EcfA1
SRR5929605_00216	gene	ecfA1_1		
SRR5929605_00217	CDS	ecfA1_2	3.6.3.-	Energy-coupling factor transporter ATP-binding protein EcfA1
SRR5929605_00217	gene	ecfA1_2		
SRR5929605_00218	CDS	ecfT		Energy-coupling factor transporter transmembrane protein EcfT
SRR5929605_00218	gene	ecfT		
SRR5929605_00219	CDS			hypothetical protein
SRR5929605_00219	gene			
SRR5929605_00220	CDS			hypothetical protein
SRR5929605_00220	gene			
SRR5929605_00221	CDS	epd	1.2.1.72	D-erythrose-4-phosphate dehydrogenase
SRR5929605_00221	gene	epd		
SRR5929605_00222	CDS	pgk	2.7.2.3	Phosphoglycerate kinase
SRR5929605_00222	gene	pgk		
SRR5929605_00223	CDS	fbaA	4.1.2.13	Fructose-bisphosphate aldolase class 2
SRR5929605_00223	gene	fbaA		
SRR5929605_00224	CDS	mscS_1		Small-conductance mechanosensitive channel
SRR5929605_00224	gene	mscS_1		
SRR5929605_00225	CDS	argO		Arginine exporter protein ArgO
SRR5929605_00225	gene	argO		
SRR5929605_00226	CDS			26 kDa periplasmic immunogenic protein
SRR5929605_00226	gene			
SRR5929605_00227	CDS	argP		HTH-type transcriptional regulator ArgP
SRR5929605_00227	gene	argP		
SRR5929605_00228	CDS	rpiA	5.3.1.6	Ribose-5-phosphate isomerase A
SRR5929605_00228	gene	rpiA		
SRR5929605_00229	CDS	serA	1.1.1.95	D-3-phosphoglycerate dehydrogenase
SRR5929605_00229	gene	serA		
SRR5929605_00230	CDS	ygfA	6.3.3.2	5-formyltetrahydrofolate cyclo-ligase
SRR5929605_00230	gene	ygfA		
SRR5929605_00231	CDS	zapA		Cell division protein ZapA
SRR5929605_00231	gene	zapA		
SRR5929605_00232	CDS			hypothetical protein
SRR5929605_00232	gene			
SRR5929605_00233	CDS	pepP	3.4.11.9	Xaa-Pro aminopeptidase
SRR5929605_00233	gene	pepP		
SRR5929605_00234	CDS	ubiH	1.14.13.-	2-octaprenyl-6-methoxyphenol hydroxylase
SRR5929605_00234	gene	ubiH		
SRR5929605_00235	CDS	ubiI	1.14.13.-	2-octaprenylphenol hydroxylase
SRR5929605_00235	gene	ubiI		
SRR5929605_00236	CDS	gcvT	2.1.2.10	Aminomethyltransferase
SRR5929605_00236	gene	gcvT		
SRR5929605_00237	CDS	gcvH		Glycine cleavage system H protein
SRR5929605_00237	gene	gcvH		
SRR5929605_00238	CDS	gcvP	1.4.4.2	Glycine dehydrogenase (decarboxylating)
SRR5929605_00238	gene	gcvP		
SRR5929605_00239	CDS			hypothetical protein
SRR5929605_00239	gene			
SRR5929605_00240	CDS	bglA	3.2.1.86	6-phospho-beta-glucosidase BglA
SRR5929605_00240	gene	bglA		
SRR5929605_00241	CDS			hypothetical protein
SRR5929605_00241	gene			
SRR5929605_00242	CDS			hypothetical protein
SRR5929605_00242	gene			
SRR5929605_00243	CDS			hypothetical protein
SRR5929605_00243	gene			
SRR5929605_00244	CDS	ygfZ		tRNA-modifying protein YgfZ
SRR5929605_00244	gene	ygfZ		
SRR5929605_00245	CDS	sdhE		FAD assembly factor SdhE
SRR5929605_00245	gene	sdhE		
SRR5929605_00246	CDS	ygfX		Inner membrane protein YgfX
SRR5929605_00246	gene	ygfX		
SRR5929605_00247	CDS	fldB		Flavodoxin 2
SRR5929605_00247	gene	fldB		
SRR5929605_00248	CDS	xerD_1		Tyrosine recombinase XerD
SRR5929605_00248	gene	xerD_1		
SRR5929605_00249	CDS	dsbC		Thiol:disulfide interchange protein DsbC
SRR5929605_00249	gene	dsbC		
SRR5929605_00250	CDS	recJ	3.1.-.-	Single-stranded-DNA-specific exonuclease RecJ
SRR5929605_00250	gene	recJ		
SRR5929605_00251	CDS	prfB_1		Peptide chain release factor RF2
SRR5929605_00251	gene	prfB_1		
SRR5929605_00252	CDS	lysS	6.1.1.6	Lysine--tRNA ligase
SRR5929605_00252	gene	lysS		
SRR5929605_00253	CDS	idi	5.3.3.2	Isopentenyl-diphosphate Delta-isomerase
SRR5929605_00253	gene	idi		
SRR5929605_00254	CDS	nlpD_1		Murein hydrolase activator NlpD
SRR5929605_00254	gene	nlpD_1		
SRR5929605_00255	tRNA			tRNA-Gly(ccc)
SRR5929605_00255	gene			
SRR5929605_00256	CDS			hypothetical protein
SRR5929605_00256	gene			
SRR5929605_00257	CDS			hypothetical protein
SRR5929605_00257	gene			
SRR5929605_00258	CDS	vapB_1		Antitoxin VapB
SRR5929605_00258	gene	vapB_1		
SRR5929605_00259	CDS	vapC_1	3.1.-.-	tRNA(fMet)-specific endonuclease VapC
SRR5929605_00259	gene	vapC_1		
SRR5929605_00260	CDS	ail_1		Attachment invasion locus protein
SRR5929605_00260	gene	ail_1		
SRR5929605_00261	CDS			hypothetical protein
SRR5929605_00261	gene			
SRR5929605_00262	CDS	ybgD		putative fimbrial-like protein YbgD
SRR5929605_00262	gene	ybgD		
SRR5929605_00263	CDS	papC_1		Outer membrane usher protein PapC
SRR5929605_00263	gene	papC_1		
SRR5929605_00264	CDS	papD		Chaperone protein PapD
SRR5929605_00264	gene	papD		
SRR5929605_00265	CDS			hypothetical protein
SRR5929605_00265	gene			
