locus_tag	ftype	gene	EC_number	product
SRR4176676_00134	CDS	sbnA		putative siderophore biosynthesis protein SbnA
SRR4176676_00134	gene	sbnA		
SRR4176676_00135	CDS	decR_1		DNA-binding transcriptional activator DecR
SRR4176676_00135	gene	decR_1		
SRR4176676_00136	CDS	yheI	3.6.3.-	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
SRR4176676_00136	gene	yheI		
SRR4176676_00137	CDS	mdlB	3.6.3.44	Multidrug resistance-like ATP-binding protein MdlB
SRR4176676_00137	gene	mdlB		
SRR4176676_00138	CDS	glnK		Nitrogen regulatory protein P-II 2
SRR4176676_00138	gene	glnK		
SRR4176676_00139	CDS	amtB		Ammonia channel
SRR4176676_00139	gene	amtB		
SRR4176676_00140	CDS	tesB	3.1.2.-	Acyl-CoA thioesterase 2
SRR4176676_00140	gene	tesB		
SRR4176676_00141	CDS			hypothetical protein
SRR4176676_00141	gene			
SRR4176676_00142	CDS	atl		DNA base-flipping protein
SRR4176676_00142	gene	atl		
SRR4176676_00143	CDS	ylaB	3.1.4.52	Putative cyclic-di-GMP phosphodiesterase YlaB
SRR4176676_00143	gene	ylaB		
SRR4176676_00144	CDS	rpmE2		50S ribosomal protein L31 type B
SRR4176676_00144	gene	rpmE2		
SRR4176676_00145	CDS	ylaC		Inner membrane protein YlaC
SRR4176676_00145	gene	ylaC		
SRR4176676_00146	CDS	maa	2.3.1.79	Maltose O-acetyltransferase
SRR4176676_00146	gene	maa		
SRR4176676_00147	CDS	hha		Hemolysin expression-modulating protein Hha
SRR4176676_00147	gene	hha		
SRR4176676_00148	CDS	tomB		Hha toxicity modulator TomB
SRR4176676_00148	gene	tomB		
SRR4176676_00149	CDS	acrB_1		Multidrug efflux pump subunit AcrB
SRR4176676_00149	gene	acrB_1		
SRR4176676_00150	CDS	acrA		Multidrug efflux pump subunit AcrA
SRR4176676_00150	gene	acrA		
SRR4176676_00151	CDS	acrR_1		HTH-type transcriptional regulator AcrR
SRR4176676_00151	gene	acrR_1		
SRR4176676_00152	CDS	mscK		Mechanosensitive channel MscK
SRR4176676_00152	gene	mscK		
SRR4176676_00153	CDS			hypothetical protein
SRR4176676_00153	gene			
SRR4176676_00154	CDS			hypothetical protein
SRR4176676_00154	gene			
SRR4176676_00155	CDS			hypothetical protein
SRR4176676_00155	gene			
SRR4176676_00156	CDS	priC		Primosomal replication protein N''
SRR4176676_00156	gene	priC		
SRR4176676_00157	CDS	ybaN		Inner membrane protein YbaN
SRR4176676_00157	gene	ybaN		
SRR4176676_00158	CDS	apt	2.4.2.7	Adenine phosphoribosyltransferase
SRR4176676_00158	gene	apt		
SRR4176676_00159	CDS	dnaX	2.7.7.7	DNA polymerase III subunit tau
SRR4176676_00159	gene	dnaX		
SRR4176676_00160	CDS	ybaB		Nucleoid-associated protein YbaB
SRR4176676_00160	gene	ybaB		
SRR4176676_00161	CDS	recR		Recombination protein RecR
SRR4176676_00161	gene	recR		
SRR4176676_00162	CDS	htpG		Chaperone protein HtpG
SRR4176676_00162	gene	htpG		
SRR4176676_00163	CDS	adk	2.7.4.3	Adenylate kinase
SRR4176676_00163	gene	adk		
SRR4176676_00164	CDS	hemH	4.99.1.1	Ferrochelatase
SRR4176676_00164	gene	hemH		
SRR4176676_00165	CDS	aes_1	3.1.1.-	Acetyl esterase
SRR4176676_00165	gene	aes_1		
SRR4176676_00166	CDS	aes_2	3.1.1.-	Acetyl esterase
SRR4176676_00166	gene	aes_2		
SRR4176676_00167	CDS	gsk	2.7.1.73	Inosine-guanosine kinase
SRR4176676_00167	gene	gsk		
SRR4176676_00168	CDS	ybaL		Inner membrane protein YbaL
SRR4176676_00168	gene	ybaL		
SRR4176676_00169	CDS	fsr		Fosmidomycin resistance protein
SRR4176676_00169	gene	fsr		
SRR4176676_00170	CDS	mggB	3.1.3.-	Mannosylglucosyl-3-phosphoglycerate phosphatase
SRR4176676_00170	gene	mggB		
SRR4176676_00171	CDS	ybaK	4.2.-.-	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
SRR4176676_00171	gene	ybaK		
SRR4176676_00172	CDS			hypothetical protein
SRR4176676_00172	gene			
SRR4176676_00173	CDS			hypothetical protein
SRR4176676_00173	gene			
SRR4176676_00174	CDS	copA	3.6.3.54	Copper-exporting P-type ATPase A
SRR4176676_00174	gene	copA		
SRR4176676_00175	CDS	cueR		HTH-type transcriptional regulator CueR
SRR4176676_00175	gene	cueR		
SRR4176676_00176	CDS	ybbJ		Inner membrane protein YbbJ
SRR4176676_00176	gene	ybbJ		
SRR4176676_00177	CDS	hflK_1		Modulator of FtsH protease HflK
SRR4176676_00177	gene	hflK_1		
SRR4176676_00178	CDS	fetA	3.6.3.-	putative iron export ATP-binding protein FetA
SRR4176676_00178	gene	fetA		
SRR4176676_00179	CDS	fetB		putative iron export permease protein FetB
SRR4176676_00179	gene	fetB		
SRR4176676_00180	CDS	trxA_1		Thioredoxin
SRR4176676_00180	gene	trxA_1		
SRR4176676_00181	CDS	sadH	1.-.-.-	Putative oxidoreductase SadH
SRR4176676_00181	gene	sadH		
SRR4176676_00182	CDS	tesA	3.1.2.-	Acyl-CoA thioesterase 1
SRR4176676_00182	gene	tesA		
SRR4176676_00183	CDS	lolD_1	3.6.3.-	Lipoprotein-releasing system ATP-binding protein LolD
SRR4176676_00183	gene	lolD_1		
SRR4176676_00184	CDS			hypothetical protein
SRR4176676_00184	gene			
SRR4176676_00185	CDS			hypothetical protein
SRR4176676_00185	gene			
SRR4176676_00186	CDS			hypothetical protein
SRR4176676_00186	gene			
SRR4176676_00187	CDS	metQ_1		D-methionine-binding lipoprotein MetQ
SRR4176676_00187	gene	metQ_1		
SRR4176676_00188	CDS	metN_1	3.6.3.-	Methionine import ATP-binding protein MetN
SRR4176676_00188	gene	metN_1		
SRR4176676_00189	CDS	metP		Methionine import system permease protein MetP
SRR4176676_00189	gene	metP		
SRR4176676_00190	CDS	selU	2.9.1.-	tRNA 2-selenouridine synthase
SRR4176676_00190	gene	selU		
SRR4176676_00191	CDS	allS_1		HTH-type transcriptional activator AllS
SRR4176676_00191	gene	allS_1		
SRR4176676_00192	CDS	allA	4.3.2.3	Ureidoglycolate lyase
SRR4176676_00192	gene	allA		
SRR4176676_00193	CDS	allR		HTH-type transcriptional repressor AllR
SRR4176676_00193	gene	allR		
SRR4176676_00194	CDS	gcl	4.1.1.47	Glyoxylate carboligase
SRR4176676_00194	gene	gcl		
SRR4176676_00195	CDS	hyi	5.3.1.22	Hydroxypyruvate isomerase
SRR4176676_00195	gene	hyi		
SRR4176676_00196	CDS	glxR	1.1.1.60	2-hydroxy-3-oxopropionate reductase
SRR4176676_00196	gene	glxR		
SRR4176676_00197	CDS	sauU_1		putative sulfoacetate transporter SauU
SRR4176676_00197	gene	sauU_1		
SRR4176676_00198	CDS	ybbW		Putative allantoin permease
SRR4176676_00198	gene	ybbW		
SRR4176676_00199	CDS	allB	3.5.2.5	Allantoinase
SRR4176676_00199	gene	allB		
SRR4176676_00200	CDS	ybbY		Putative purine permease YbbY
SRR4176676_00200	gene	ybbY		
SRR4176676_00201	CDS	glxK	2.7.1.31	Glycerate 3-kinase
SRR4176676_00201	gene	glxK		
SRR4176676_00202	CDS	allE	3.5.3.26	(S)-ureidoglycine aminohydrolase
SRR4176676_00202	gene	allE		
SRR4176676_00203	CDS	allC	3.5.3.-	Allantoate amidohydrolase
SRR4176676_00203	gene	allC		
SRR4176676_00204	CDS	allD	1.1.1.350	Ureidoglycolate dehydrogenase (NAD(+))
SRR4176676_00204	gene	allD		
SRR4176676_00205	CDS	sucD_1	6.2.1.5	Succinate--CoA ligase [ADP-forming] subunit alpha
SRR4176676_00205	gene	sucD_1		
SRR4176676_00206	CDS			hypothetical protein
SRR4176676_00206	gene			
SRR4176676_00207	CDS			hypothetical protein
SRR4176676_00207	gene			
SRR4176676_00208	CDS	arcC2	2.7.2.2	Carbamate kinase 2
SRR4176676_00208	gene	arcC2		
SRR4176676_00209	CDS	purK	6.3.4.18	N5-carboxyaminoimidazole ribonucleotide synthase
SRR4176676_00209	gene	purK		
SRR4176676_00210	CDS	purE	5.4.99.18	N5-carboxyaminoimidazole ribonucleotide mutase
SRR4176676_00210	gene	purE		
SRR4176676_00211	CDS	lpxH	3.6.1.54	UDP-2,3-diacylglucosamine hydrolase
SRR4176676_00211	gene	lpxH		
SRR4176676_00212	CDS	ppiB	5.2.1.8	Peptidyl-prolyl cis-trans isomerase B
SRR4176676_00212	gene	ppiB		
SRR4176676_00213	CDS	cysS	6.1.1.16	Cysteine--tRNA ligase
SRR4176676_00213	gene	cysS		
SRR4176676_00214	CDS			hypothetical protein
SRR4176676_00214	gene			
SRR4176676_00215	CDS			hypothetical protein
SRR4176676_00215	gene			
SRR4176676_00216	CDS	ybcI		Inner membrane protein YbcI
SRR4176676_00216	gene	ybcI		
SRR4176676_00217	CDS			hypothetical protein
SRR4176676_00217	gene			
SRR4176676_00218	CDS	folD		Bifunctional protein FolD protein
SRR4176676_00218	gene	folD		
SRR4176676_00219	CDS	fimA_1		Type-1 fimbrial protein, A chain
SRR4176676_00219	gene	fimA_1		
SRR4176676_00220	CDS	fimA_2		Type-1 fimbrial protein, A chain
SRR4176676_00220	gene	fimA_2		
SRR4176676_00221	CDS	sfmC_1		putative fimbrial chaperone SfmC
SRR4176676_00221	gene	sfmC_1		
SRR4176676_00222	CDS	sfmD		Outer membrane usher protein SfmD
SRR4176676_00222	gene	sfmD		
SRR4176676_00223	CDS	sfmH_1		putative fimbrial-like protein SfmH
SRR4176676_00223	gene	sfmH_1		
SRR4176676_00224	CDS	sfmF		putative fimbrial-like protein SfmF
SRR4176676_00224	gene	sfmF		
SRR4176676_00225	CDS	bvgA		Virulence factors putative positive transcription regulator BvgA
SRR4176676_00225	gene	bvgA		
SRR4176676_00226	CDS			hypothetical protein
SRR4176676_00226	gene			
SRR4176676_00227	CDS			hypothetical protein
SRR4176676_00227	gene			
SRR4176676_00228	CDS			hypothetical protein
SRR4176676_00228	gene			
SRR4176676_00229	tRNA			tRNA-Arg(tct)
SRR4176676_00229	gene			
SRR4176676_00230	CDS			hypothetical protein
SRR4176676_00230	gene			
SRR4176676_00231	CDS			hypothetical protein
SRR4176676_00231	gene			
SRR4176676_00232	CDS			hypothetical protein
SRR4176676_00232	gene			
SRR4176676_00233	CDS			hypothetical protein
SRR4176676_00233	gene			
SRR4176676_00234	CDS	yfdH_1	2.4.1.-	Prophage bactoprenol glucosyl transferase 
SRR4176676_00234	gene	yfdH_1		
SRR4176676_00235	CDS	yfdG		Prophage bactoprenol-linked glucose translocase 
SRR4176676_00235	gene	yfdG		
SRR4176676_00236	CDS	cusS	2.7.13.3	Sensor kinase CusS
SRR4176676_00236	gene	cusS		
SRR4176676_00237	CDS	rclR_1		RCS-specific HTH-type transcriptional activator RclR
SRR4176676_00237	gene	rclR_1		
SRR4176676_00238	CDS	rclA		putative pyridine nucleotide-disulfide oxidoreductase RclA
SRR4176676_00238	gene	rclA		
SRR4176676_00239	CDS			hypothetical protein
SRR4176676_00239	gene			
SRR4176676_00240	CDS	rclC		Inner membrane protein RclC
SRR4176676_00240	gene	rclC		
SRR4176676_00241	CDS			hypothetical protein
SRR4176676_00241	gene			
SRR4176676_00242	CDS	pheP		Phenylalanine-specific permease
SRR4176676_00242	gene	pheP		
SRR4176676_00243	CDS	ybdG		Miniconductance mechanosensitive channel YbdG
SRR4176676_00243	gene	ybdG		
SRR4176676_00244	CDS	lip-1_1	3.1.1.3	Lipase 1
SRR4176676_00244	gene	lip-1_1		
SRR4176676_00245	CDS	dgaR_1		Transcriptional regulatory protein DagR
SRR4176676_00245	gene	dgaR_1		
SRR4176676_00246	CDS	frlB_1	3.5.-.-	Fructosamine deglycase FrlB
SRR4176676_00246	gene	frlB_1		
SRR4176676_00247	CDS	glmS_1	2.6.1.16	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
SRR4176676_00247	gene	glmS_1		
SRR4176676_00248	CDS	manZ_1		PTS system mannose-specific EIID component
SRR4176676_00248	gene	manZ_1		
SRR4176676_00249	CDS	sorC_1		PTS system sorbose-specific EIIC component
SRR4176676_00249	gene	sorC_1		
SRR4176676_00250	CDS	sorB_1	2.7.1.206	PTS system sorbose-specific EIIB component
SRR4176676_00250	gene	sorB_1		
SRR4176676_00251	CDS	sorF	2.7.1.206	PTS system sorbose-specific EIIA component
SRR4176676_00251	gene	sorF		
SRR4176676_00252	CDS	nfsB	1.-.-.-	Oxygen-insensitive NAD(P)H nitroreductase
SRR4176676_00252	gene	nfsB		
SRR4176676_00253	CDS			hypothetical protein
SRR4176676_00253	gene			
SRR4176676_00254	CDS	bm3R1		HTH-type transcriptional repressor Bm3R1
SRR4176676_00254	gene	bm3R1		
SRR4176676_00255	CDS	marA_1		Multiple antibiotic resistance protein MarA
SRR4176676_00255	gene	marA_1		
SRR4176676_00256	CDS			hypothetical protein
SRR4176676_00256	gene			
SRR4176676_00257	CDS	ybdK	6.3.2.2	Putative glutamate--cysteine ligase 2
SRR4176676_00257	gene	ybdK		
SRR4176676_00258	CDS	entD	2.7.8.-	Enterobactin synthase component D
SRR4176676_00258	gene	entD		
SRR4176676_00259	CDS	fepA		Ferrienterobactin receptor
SRR4176676_00259	gene	fepA		
SRR4176676_00260	CDS	fes_1		Enterochelin esterase
SRR4176676_00260	gene	fes_1		
SRR4176676_00261	CDS	ybdZ		Enterobactin biosynthesis protein YbdZ
SRR4176676_00261	gene	ybdZ		
SRR4176676_00262	CDS	entF	2.7.7.-	Enterobactin synthase component F
SRR4176676_00262	gene	entF		
SRR4176676_00263	CDS	fepE		Ferric enterobactin transport protein FepE
