locus_tag	ftype	gene	EC_number	product
SRR5750008_00045	gene	ffh		
SRR5750008_00046	CDS	ypjD		Inner membrane protein YpjD
SRR5750008_00046	gene	ypjD		
SRR5750008_00047	CDS	tlyC		Hemolysin C
SRR5750008_00047	gene	tlyC		
SRR5750008_00048	CDS			hypothetical protein
SRR5750008_00048	gene			
SRR5750008_00049	CDS	grpE		Protein GrpE
SRR5750008_00049	gene	grpE		
SRR5750008_00050	CDS	nadK	2.7.1.23	NAD kinase
SRR5750008_00050	gene	nadK		
SRR5750008_00051	CDS	recN		DNA repair protein RecN
SRR5750008_00051	gene	recN		
SRR5750008_00052	CDS	bamE		Outer membrane protein assembly factor BamE
SRR5750008_00052	gene	bamE		
SRR5750008_00053	CDS	pasI		Persistence and stress-resistance antitoxin PasI
SRR5750008_00053	gene	pasI		
SRR5750008_00054	CDS	ratA		Ribosome association toxin RatA
SRR5750008_00054	gene	ratA		
SRR5750008_00055	CDS	smpB		SsrA-binding protein
SRR5750008_00055	gene	smpB		
SRR5750008_00056	CDS			hypothetical protein
SRR5750008_00056	gene			
SRR5750008_00057	CDS	apxIB		Toxin RTX-I translocation ATP-binding protein
SRR5750008_00057	gene	apxIB		
SRR5750008_00058	CDS	prsE_1		Type I secretion system membrane fusion protein PrsE
SRR5750008_00058	gene	prsE_1		
SRR5750008_00059	tmRNA	ssrA		transfer-messenger RNA, SsrA
SRR5750008_00059	gene	ssrA		
SRR5750008_00060	CDS			hypothetical protein
SRR5750008_00060	gene			
SRR5750008_00061	CDS	yedK_1	3.4.-.-	Putative SOS response-associated peptidase YedK
SRR5750008_00061	gene	yedK_1		
SRR5750008_00062	CDS			hypothetical protein
SRR5750008_00062	gene			
SRR5750008_00063	CDS			hypothetical protein
SRR5750008_00063	gene			
SRR5750008_00064	CDS			hypothetical protein
SRR5750008_00064	gene			
SRR5750008_00065	CDS			hypothetical protein
SRR5750008_00065	gene			
SRR5750008_00066	CDS	hin		DNA-invertase hin
SRR5750008_00066	gene	hin		
SRR5750008_00067	CDS	elmGT	2.4.1.331	Elloramycin glycosyltransferase ElmGT
SRR5750008_00067	gene	elmGT		
SRR5750008_00068	CDS		3.6.3.-	Multidrug efflux ATP-binding/permease protein
SRR5750008_00068	gene			
SRR5750008_00069	CDS	fes_1		Enterochelin esterase
SRR5750008_00069	gene	fes_1		
SRR5750008_00070	CDS	besA	3.1.-.-	Ferri-bacillibactin esterase BesA
SRR5750008_00070	gene	besA		
SRR5750008_00071	CDS	pfeA		Ferric enterobactin receptor
SRR5750008_00071	gene	pfeA		
SRR5750008_00072	CDS			hypothetical protein
SRR5750008_00072	gene			
SRR5750008_00073	CDS	pipB2		Secreted effector protein PipB2
SRR5750008_00073	gene	pipB2		
SRR5750008_00074	CDS			hypothetical protein
SRR5750008_00074	gene			
SRR5750008_00075	CDS			hypothetical protein
SRR5750008_00075	gene			
SRR5750008_00076	CDS			hypothetical protein
SRR5750008_00076	gene			
SRR5750008_00077	CDS	hoxN		High-affinity nickel transport protein
SRR5750008_00077	gene	hoxN		
SRR5750008_00078	CDS	qseC_1	2.7.13.3	Sensor protein QseC
SRR5750008_00078	gene	qseC_1		
SRR5750008_00079	CDS	tctD		Transcriptional regulatory protein tctD
SRR5750008_00079	gene	tctD		
SRR5750008_00080	CDS			hypothetical protein
SRR5750008_00080	gene			
SRR5750008_00081	CDS			hypothetical protein
SRR5750008_00081	gene			
SRR5750008_00082	CDS			hypothetical protein
SRR5750008_00082	gene			
SRR5750008_00083	CDS			hypothetical protein
SRR5750008_00083	gene			
SRR5750008_00084	CDS	csiD		Protein CsiD
SRR5750008_00084	gene	csiD		
SRR5750008_00085	CDS	lhgO	1.1.3.15	L-2-hydroxyglutarate oxidase LhgO
SRR5750008_00085	gene	lhgO		
SRR5750008_00086	CDS	gabD	1.2.1.79	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
SRR5750008_00086	gene	gabD		
SRR5750008_00087	CDS	gabT	2.6.1.19	4-aminobutyrate aminotransferase GabT
SRR5750008_00087	gene	gabT		
SRR5750008_00088	CDS	gabP_1		GABA permease
SRR5750008_00088	gene	gabP_1		
SRR5750008_00089	CDS	gabP_2		GABA permease
SRR5750008_00089	gene	gabP_2		
SRR5750008_00090	CDS			hypothetical protein
SRR5750008_00090	gene			
SRR5750008_00091	CDS			hypothetical protein
SRR5750008_00091	gene			
SRR5750008_00092	CDS			hypothetical protein
SRR5750008_00092	gene			
SRR5750008_00093	CDS	ygaV		putative HTH-type transcriptional regulator YgaV
SRR5750008_00093	gene	ygaV		
SRR5750008_00094	CDS	ygaP		Inner membrane protein YgaP
SRR5750008_00094	gene	ygaP		
SRR5750008_00095	CDS			hypothetical protein
SRR5750008_00095	gene			
SRR5750008_00096	CDS	stpA		DNA-binding protein StpA
SRR5750008_00096	gene	stpA		
SRR5750008_00097	CDS	alaE		L-alanine exporter AlaE
SRR5750008_00097	gene	alaE		
SRR5750008_00098	CDS			hypothetical protein
SRR5750008_00098	gene			
SRR5750008_00099	CDS			hypothetical protein
SRR5750008_00099	gene			
SRR5750008_00100	CDS	gabR		HTH-type transcriptional regulatory protein GabR
SRR5750008_00100	gene	gabR		
SRR5750008_00101	CDS	ahpD	1.11.1.15	Alkyl hydroperoxide reductase AhpD
SRR5750008_00101	gene	ahpD		
SRR5750008_00102	CDS	nrdH		Glutaredoxin-like protein NrdH
SRR5750008_00102	gene	nrdH		
SRR5750008_00103	CDS			Putative NrdI-like protein
SRR5750008_00103	gene			
SRR5750008_00104	CDS	nrdE	1.17.4.1	Ribonucleoside-diphosphate reductase 2 subunit alpha
SRR5750008_00104	gene	nrdE		
SRR5750008_00105	CDS	nrdF	1.17.4.1	Ribonucleoside-diphosphate reductase 2 subunit beta
SRR5750008_00105	gene	nrdF		
SRR5750008_00106	CDS	proV		Glycine betaine/proline betaine transport system ATP-binding protein ProV
SRR5750008_00106	gene	proV		
SRR5750008_00107	CDS	proW		Glycine betaine/proline betaine transport system permease protein ProW
SRR5750008_00107	gene	proW		
SRR5750008_00108	CDS	proX		Glycine betaine/proline betaine-binding periplasmic protein
SRR5750008_00108	gene	proX		
SRR5750008_00109	CDS			putative transporter
SRR5750008_00109	gene			
SRR5750008_00110	CDS	mprA		Transcriptional repressor MprA
SRR5750008_00110	gene	mprA		
SRR5750008_00111	CDS	emrA		Multidrug export protein EmrA
SRR5750008_00111	gene	emrA		
SRR5750008_00112	CDS	emrB_1		Multidrug export protein EmrB
SRR5750008_00112	gene	emrB_1		
SRR5750008_00113	CDS			hypothetical protein
SRR5750008_00113	gene			
SRR5750008_00114	CDS	luxS	4.4.1.21	S-ribosylhomocysteine lyase
SRR5750008_00114	gene	luxS		
SRR5750008_00115	CDS	gshA	6.3.2.2	Glutamate--cysteine ligase
SRR5750008_00115	gene	gshA		
SRR5750008_00116	CDS	yqaA		Inner membrane protein YqaA
SRR5750008_00116	gene	yqaA		
SRR5750008_00117	CDS	yqaB	3.1.3.-	Fructose-1-phosphate phosphatase YqaB
SRR5750008_00117	gene	yqaB		
SRR5750008_00118	tRNA			tRNA-Arg(acg)
SRR5750008_00118	gene			
SRR5750008_00119	tRNA			tRNA-Arg(acg)
SRR5750008_00119	gene			
SRR5750008_00120	tRNA			tRNA-Arg(acg)
SRR5750008_00120	gene			
SRR5750008_00121	tRNA			tRNA-Arg(acg)
SRR5750008_00121	gene			
SRR5750008_00122	tRNA			tRNA-Ser(gct)
SRR5750008_00122	gene			
SRR5750008_00123	CDS	csrA		Carbon storage regulator
SRR5750008_00123	gene	csrA		
SRR5750008_00124	CDS	alaS	6.1.1.7	Alanine--tRNA ligase
SRR5750008_00124	gene	alaS		
SRR5750008_00125	CDS	recX		Regulatory protein RecX
SRR5750008_00125	gene	recX		
SRR5750008_00126	CDS	recA		Protein RecA
SRR5750008_00126	gene	recA		
SRR5750008_00127	CDS	pncC_1	3.5.1.42	Nicotinamide-nucleotide amidohydrolase PncC
SRR5750008_00127	gene	pncC_1		
SRR5750008_00128	CDS			hypothetical protein
SRR5750008_00128	gene			
SRR5750008_00129	CDS	mltB	4.2.2.-	Membrane-bound lytic murein transglycosylase B
SRR5750008_00129	gene	mltB		
SRR5750008_00130	CDS	srlA		PTS system glucitol/sorbitol-specific EIIC component
SRR5750008_00130	gene	srlA		
SRR5750008_00131	CDS	srlE	2.7.1.198	PTS system glucitol/sorbitol-specific EIIB component
SRR5750008_00131	gene	srlE		
SRR5750008_00132	CDS	srlB	2.7.1.198	PTS system glucitol/sorbitol-specific EIIA component
SRR5750008_00132	gene	srlB		
SRR5750008_00133	CDS	srlD	1.1.1.140	Sorbitol-6-phosphate 2-dehydrogenase
SRR5750008_00133	gene	srlD		
SRR5750008_00134	CDS			hypothetical protein
SRR5750008_00134	gene			
SRR5750008_00135	CDS	srlR_1		Glucitol operon repressor
SRR5750008_00135	gene	srlR_1		
SRR5750008_00136	CDS	gutQ	5.3.1.13	Arabinose 5-phosphate isomerase GutQ
SRR5750008_00136	gene	gutQ		
SRR5750008_00137	CDS	norR		Anaerobic nitric oxide reductase transcription regulator NorR
SRR5750008_00137	gene	norR		
SRR5750008_00138	CDS	norV		Anaerobic nitric oxide reductase flavorubredoxin
SRR5750008_00138	gene	norV		
SRR5750008_00139	CDS	norW	1.18.1.-	Nitric oxide reductase FlRd-NAD(+) reductase
SRR5750008_00139	gene	norW		
SRR5750008_00140	CDS	hypF	2.1.3.-	Carbamoyltransferase HypF
SRR5750008_00140	gene	hypF		
SRR5750008_00141	CDS	hyfA_1	1.-.-.-	Hydrogenase-4 component A
SRR5750008_00141	gene	hyfA_1		
SRR5750008_00142	CDS			hypothetical protein
SRR5750008_00142	gene			
SRR5750008_00143	CDS	hycI	3.4.23.51	Hydrogenase 3 maturation protease
SRR5750008_00143	gene	hycI		
SRR5750008_00144	CDS			hypothetical protein
SRR5750008_00144	gene			
SRR5750008_00145	CDS	hycG		Formate hydrogenlyase subunit 7
SRR5750008_00145	gene	hycG		
SRR5750008_00146	CDS	nuoI_1	1.6.5.11	NADH-quinone oxidoreductase subunit I
SRR5750008_00146	gene	nuoI_1		
SRR5750008_00147	CDS	hycE		Formate hydrogenlyase subunit 5
SRR5750008_00147	gene	hycE		
SRR5750008_00148	CDS	hycD		Formate hydrogenlyase subunit 4
SRR5750008_00148	gene	hycD		
SRR5750008_00149	CDS	hyfB	1.-.-.-	Hydrogenase-4 component B
SRR5750008_00149	gene	hyfB		
SRR5750008_00150	CDS	hyfA_2	1.-.-.-	Hydrogenase-4 component A
SRR5750008_00150	gene	hyfA_2		
SRR5750008_00151	CDS	hycA		Formate hydrogenlyase regulatory protein HycA
SRR5750008_00151	gene	hycA		
SRR5750008_00152	CDS	hypA_1		hydrogenase nickel incorporation protein HypA
SRR5750008_00152	gene	hypA_1		
SRR5750008_00153	CDS	hypB		Hydrogenase isoenzymes nickel incorporation protein HypB
SRR5750008_00153	gene	hypB		
SRR5750008_00154	CDS	hypC		Hydrogenase isoenzymes formation protein HypC
SRR5750008_00154	gene	hypC		
SRR5750008_00155	CDS	hypD		Hydrogenase isoenzymes formation protein HypD
SRR5750008_00155	gene	hypD		
SRR5750008_00156	CDS	hypE		Hydrogenase isoenzymes formation protein HypE
SRR5750008_00156	gene	hypE		
SRR5750008_00157	CDS	fhlA		Formate hydrogenlyase transcriptional activator
SRR5750008_00157	gene	fhlA		
SRR5750008_00158	CDS			hypothetical protein
SRR5750008_00158	gene			
SRR5750008_00159	CDS	hpf_1		Putative metal ABC transporter substrate-binding protein Hpf
SRR5750008_00159	gene	hpf_1		
SRR5750008_00160	CDS	znuC_1	3.6.3.-	High-affinity zinc uptake system ATP-binding protein ZnuC
SRR5750008_00160	gene	znuC_1		
SRR5750008_00161	CDS	mntB_1		Manganese transport system membrane protein MntB
SRR5750008_00161	gene	mntB_1		
SRR5750008_00162	CDS	mntB_2		Manganese transport system membrane protein MntB
SRR5750008_00162	gene	mntB_2		
SRR5750008_00163	CDS	yopJ		Effector protein YopJ
SRR5750008_00163	gene	yopJ		
SRR5750008_00164	CDS			hypothetical protein
SRR5750008_00164	gene			
SRR5750008_00165	CDS	ydeO_1		HTH-type transcriptional regulator YdeO
SRR5750008_00165	gene	ydeO_1		
SRR5750008_00166	CDS			hypothetical protein
SRR5750008_00166	gene			
SRR5750008_00167	CDS	orgB		Oxygen-regulated invasion protein OrgB
SRR5750008_00167	gene	orgB		
SRR5750008_00168	CDS	orgA		Oxygen-regulated invasion protein OrgA
SRR5750008_00168	gene	orgA		
SRR5750008_00169	CDS	prgK		Lipoprotein PrgK
SRR5750008_00169	gene	prgK		
SRR5750008_00170	CDS			hypothetical protein
SRR5750008_00170	gene			
SRR5750008_00171	CDS			hypothetical protein
SRR5750008_00171	gene			
SRR5750008_00172	CDS			hypothetical protein
SRR5750008_00172	gene			
SRR5750008_00173	CDS	ydeO_2		HTH-type transcriptional regulator YdeO
SRR5750008_00173	gene	ydeO_2		
SRR5750008_00174	CDS	hilA		Transcriptional regulator HilA
SRR5750008_00174	gene	hilA		
SRR5750008_00175	CDS			hypothetical protein
SRR5750008_00175	gene			
SRR5750008_00176	CDS	sptP		Secreted effector protein SptP
SRR5750008_00176	gene	sptP		
SRR5750008_00177	CDS	sicP		Chaperone protein sicP
SRR5750008_00177	gene	sicP		
SRR5750008_00178	CDS			hypothetical protein
SRR5750008_00178	gene			
SRR5750008_00179	CDS	acpP_1		Acyl carrier protein
SRR5750008_00179	gene	acpP_1		
SRR5750008_00180	CDS	sipA		Cell invasion protein sipA
SRR5750008_00180	gene	sipA		
SRR5750008_00181	CDS	sipD		Cell invasion protein SipD
SRR5750008_00181	gene	sipD		
SRR5750008_00182	CDS	sipC		Cell invasion protein SipC
SRR5750008_00182	gene	sipC		
SRR5750008_00183	CDS	sipB		Cell invasion protein SipB
SRR5750008_00183	gene	sipB		
SRR5750008_00184	CDS	sicA		Chaperone protein SicA
SRR5750008_00184	gene	sicA		
SRR5750008_00185	CDS	spaS		Surface presentation of antigens protein SpaS
SRR5750008_00185	gene	spaS		
SRR5750008_00186	CDS			hypothetical protein
SRR5750008_00186	gene			
SRR5750008_00187	CDS			hypothetical protein
SRR5750008_00187	gene			
SRR5750008_00188	CDS	fliP_1		Flagellar biosynthetic protein FliP
SRR5750008_00188	gene	fliP_1		
SRR5750008_00189	CDS	spaO		Surface presentation of antigens protein SpaO
SRR5750008_00189	gene	spaO		
SRR5750008_00190	CDS			hypothetical protein
SRR5750008_00190	gene			
SRR5750008_00191	CDS			hypothetical protein
SRR5750008_00191	gene			
SRR5750008_00192	CDS	spaL	3.6.3.14	putative ATP synthase SpaL
SRR5750008_00192	gene	spaL		
SRR5750008_00193	CDS	spaK		Surface presentation of antigens protein SpaK
SRR5750008_00193	gene	spaK		
SRR5750008_00194	CDS	invA		Invasion protein InvA
SRR5750008_00194	gene	invA		
SRR5750008_00195	CDS			hypothetical protein
SRR5750008_00195	gene			
SRR5750008_00196	CDS	mxiD		Outer membrane protein MxiD
SRR5750008_00196	gene	mxiD		
SRR5750008_00197	CDS	invF		Invasion protein InvF
SRR5750008_00197	gene	invF		
SRR5750008_00198	CDS			hypothetical protein
SRR5750008_00198	gene			
SRR5750008_00199	CDS			hypothetical protein
SRR5750008_00199	gene			
SRR5750008_00200	CDS			hypothetical protein
SRR5750008_00200	gene			
SRR5750008_00201	CDS			hypothetical protein
SRR5750008_00201	gene			
SRR5750008_00202	CDS			hypothetical protein
SRR5750008_00202	gene			
SRR5750008_00203	CDS			hypothetical protein
SRR5750008_00203	gene			
SRR5750008_00204	CDS			hypothetical protein
SRR5750008_00204	gene			
SRR5750008_00205	CDS	pphB	3.1.3.16	Serine/threonine-protein phosphatase 2
SRR5750008_00205	gene	pphB		
SRR5750008_00206	CDS	mutS		DNA mismatch repair protein MutS
SRR5750008_00206	gene	mutS		
SRR5750008_00207	CDS			hypothetical protein
SRR5750008_00207	gene			
SRR5750008_00208	CDS	emrB_2		Multidrug export protein EmrB
SRR5750008_00208	gene	emrB_2		
SRR5750008_00209	CDS	dmlR_1		HTH-type transcriptional regulator DmlR
SRR5750008_00209	gene	dmlR_1		
SRR5750008_00210	CDS	gntT_1		High-affinity gluconate transporter
SRR5750008_00210	gene	gntT_1		
SRR5750008_00211	CDS			3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
SRR5750008_00211	gene			
SRR5750008_00212	CDS	ygbM	5.3.1.22	Putative hydroxypyruvate isomerase YgbM
SRR5750008_00212	gene	ygbM		
SRR5750008_00213	CDS	fucA_1	4.1.2.17	L-fuculose phosphate aldolase
SRR5750008_00213	gene	fucA_1		
SRR5750008_00214	CDS			hypothetical protein
SRR5750008_00214	gene			
SRR5750008_00215	CDS	garR_1	1.1.1.60	2-hydroxy-3-oxopropionate reductase
SRR5750008_00215	gene	garR_1		
SRR5750008_00216	CDS	glcR_1		HTH-type transcriptional repressor GlcR
SRR5750008_00216	gene	glcR_1		
SRR5750008_00217	CDS	hosA		Transcriptional regulator HosA
SRR5750008_00217	gene	hosA		
SRR5750008_00218	CDS	ecdB	2.5.1.129	putative UbiX-like flavin prenyltransferase
SRR5750008_00218	gene	ecdB		
SRR5750008_00219	CDS	edcC	4.1.1.-	Phenolic acid decarboxylase subunit C
SRR5750008_00219	gene	edcC		
SRR5750008_00220	CDS	bsdD	4.1.1.-	Phenolic acid decarboxylase subunit D
SRR5750008_00220	gene	bsdD		
SRR5750008_00221	CDS	rpoS		RNA polymerase sigma factor RpoS
SRR5750008_00221	gene	rpoS		
SRR5750008_00222	CDS	nlpD_1		Murein hydrolase activator NlpD
SRR5750008_00222	gene	nlpD_1		
SRR5750008_00223	CDS	pcm	2.1.1.77	Protein-L-isoaspartate O-methyltransferase
SRR5750008_00223	gene	pcm		
SRR5750008_00224	CDS	surE	3.1.3.5	5'/3'-nucleotidase SurE
SRR5750008_00224	gene	surE		
SRR5750008_00225	CDS	truD	5.4.99.27	tRNA pseudouridine synthase D
SRR5750008_00225	gene	truD		
SRR5750008_00226	CDS	ispF	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
SRR5750008_00226	gene	ispF		
SRR5750008_00227	CDS	ispD	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
SRR5750008_00227	gene	ispD		
SRR5750008_00228	CDS	ftsB		Cell division protein FtsB
SRR5750008_00228	gene	ftsB		
SRR5750008_00229	CDS	ygbE		Inner membrane protein YgbE
SRR5750008_00229	gene	ygbE		
SRR5750008_00230	CDS	cysC	2.7.1.25	Adenylyl-sulfate kinase
SRR5750008_00230	gene	cysC		
SRR5750008_00231	CDS	cysN	2.7.7.4	Sulfate adenylyltransferase subunit 1
SRR5750008_00231	gene	cysN		
SRR5750008_00232	CDS	cysD	2.7.7.4	Sulfate adenylyltransferase subunit 2
SRR5750008_00232	gene	cysD		
SRR5750008_00233	CDS	ywaD	3.4.11.6	Aminopeptidase YwaD
SRR5750008_00233	gene	ywaD		
	repeat_region			
	repeat_region			
SRR5750008_00234	CDS	ygbF	3.1.-.-	CRISPR-associated endoribonuclease Cas2
SRR5750008_00234	gene	ygbF		
SRR5750008_00235	CDS	ygbT	3.1.-.-	CRISPR-associated endonuclease Cas1
SRR5750008_00235	gene	ygbT		
SRR5750008_00236	CDS	casE	3.1.-.-	CRISPR system Cascade subunit CasE
SRR5750008_00236	gene	casE		
SRR5750008_00237	CDS	casD		CRISPR system Cascade subunit CasD
SRR5750008_00237	gene	casD		
SRR5750008_00238	CDS	casC		CRISPR system Cascade subunit CasC
SRR5750008_00238	gene	casC		
SRR5750008_00239	CDS			hypothetical protein
SRR5750008_00239	gene			
SRR5750008_00240	CDS	casA		CRISPR system Cascade subunit CasA
SRR5750008_00240	gene	casA		
SRR5750008_00241	CDS	ygcB	3.1.-.-	CRISPR-associated endonuclease/helicase Cas3
SRR5750008_00241	gene	ygcB		
SRR5750008_00242	CDS	sopD		Secreted effector protein SopD
SRR5750008_00242	gene	sopD		
SRR5750008_00243	CDS	cysH_1	1.8.4.8	Phosphoadenosine phosphosulfate reductase
SRR5750008_00243	gene	cysH_1		
SRR5750008_00244	CDS	cysI	1.8.1.2	Sulfite reductase [NADPH] hemoprotein beta-component
SRR5750008_00244	gene	cysI		
SRR5750008_00245	CDS	cysJ_1	1.8.1.2	Sulfite reductase [NADPH] flavoprotein alpha-component
SRR5750008_00245	gene	cysJ_1		
SRR5750008_00246	CDS	queD	4.1.2.50	6-carboxy-5,6,7,8-tetrahydropterin synthase
SRR5750008_00246	gene	queD		
SRR5750008_00247	CDS	rbn_1	3.1.26.11	Ribonuclease BN
SRR5750008_00247	gene	rbn_1		
	repeat_region			
SRR5750008_00248	CDS	queE	4.3.99.3	7-carboxy-7-deazaguanine synthase
SRR5750008_00248	gene	queE		
SRR5750008_00249	CDS	eno	4.2.1.11	Enolase
SRR5750008_00249	gene	eno		
SRR5750008_00250	CDS	pyrG	6.3.4.2	CTP synthase
SRR5750008_00250	gene	pyrG		
SRR5750008_00251	CDS	mazG	3.6.1.8	Nucleoside triphosphate pyrophosphohydrolase
SRR5750008_00251	gene	mazG		
SRR5750008_00252	CDS	parE4		Toxin ParE4
SRR5750008_00252	gene	parE4		
SRR5750008_00253	CDS	parD1		Antitoxin ParD1
SRR5750008_00253	gene	parD1		
SRR5750008_00254	CDS	relA	2.7.6.5	GTP pyrophosphokinase
SRR5750008_00254	gene	relA		
SRR5750008_00255	CDS	rlmD	2.1.1.190	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
SRR5750008_00255	gene	rlmD		
SRR5750008_00256	CDS	barA	2.7.13.3	Signal transduction histidine-protein kinase BarA
SRR5750008_00256	gene	barA		
SRR5750008_00257	CDS	garK_1	2.7.1.165	Glycerate 2-kinase
SRR5750008_00257	gene	garK_1		
SRR5750008_00258	CDS	gudD	4.2.1.40	Glucarate dehydratase
SRR5750008_00258	gene	gudD		
SRR5750008_00259	CDS	gudX	4.2.1.-	Glucarate dehydratase-related protein
SRR5750008_00259	gene	gudX		
SRR5750008_00260	CDS	gudP_1		putative glucarate transporter
SRR5750008_00260	gene	gudP_1		
SRR5750008_00261	CDS	cysJ_2	1.8.1.2	Sulfite reductase [NADPH] flavoprotein alpha-component
SRR5750008_00261	gene	cysJ_2		
SRR5750008_00262	CDS	truC	5.4.99.26	tRNA pseudouridine synthase C
SRR5750008_00262	gene	truC		
SRR5750008_00263	CDS			hypothetical protein
SRR5750008_00263	gene			
SRR5750008_00264	CDS	syd		Protein Syd
SRR5750008_00264	gene	syd		
SRR5750008_00265	CDS	queF	1.7.1.13	NADPH-dependent 7-cyano-7-deazaguanine reductase
SRR5750008_00265	gene	queF		
SRR5750008_00266	CDS			hypothetical protein
SRR5750008_00266	gene			
SRR5750008_00267	CDS	sdaC		Serine transporter
SRR5750008_00267	gene	sdaC		
SRR5750008_00268	CDS	sdaB	4.3.1.17	L-serine dehydratase 2
SRR5750008_00268	gene	sdaB		
SRR5750008_00269	CDS	ygdG	3.1.-.-	Flap endonuclease Xni
SRR5750008_00269	gene	ygdG		
SRR5750008_00270	CDS	fucO	1.1.1.77	Lactaldehyde reductase
SRR5750008_00270	gene	fucO		
SRR5750008_00271	CDS	fucA_2	4.1.2.17	L-fuculose phosphate aldolase
SRR5750008_00271	gene	fucA_2		
SRR5750008_00272	CDS	fucP_1		L-fucose-proton symporter
SRR5750008_00272	gene	fucP_1		
SRR5750008_00273	CDS	fucI	5.3.1.25	L-fucose isomerase
SRR5750008_00273	gene	fucI		
SRR5750008_00274	CDS	fucK	2.7.1.51	L-fuculokinase
SRR5750008_00274	gene	fucK		
SRR5750008_00275	CDS	fucU	5.1.3.29	L-fucose mutarotase
SRR5750008_00275	gene	fucU		
SRR5750008_00276	CDS	glpR_1		Glycerol-3-phosphate regulon repressor
SRR5750008_00276	gene	glpR_1		
SRR5750008_00277	CDS	rlmM	2.1.1.186	Ribosomal RNA large subunit methyltransferase M
SRR5750008_00277	gene	rlmM		
SRR5750008_00278	CDS			hypothetical protein
SRR5750008_00278	gene			
SRR5750008_00279	CDS	gcvA		Glycine cleavage system transcriptional activator
SRR5750008_00279	gene	gcvA		
SRR5750008_00280	CDS			hypothetical protein
SRR5750008_00280	gene			
