locus_tag	ftype	gene	EC_number	product
SRR6317337_00069	CDS	edd	4.2.1.12	Phosphogluconate dehydratase
SRR6317337_00069	gene	edd		
SRR6317337_00070	CDS	eda		KHG/KDPG aldolase
SRR6317337_00070	gene	eda		
SRR6317337_00071	CDS	purT	2.1.2.-	Formate-dependent phosphoribosylglycinamide formyltransferase
SRR6317337_00071	gene	purT		
SRR6317337_00072	CDS			hypothetical protein
SRR6317337_00072	gene			
SRR6317337_00073	CDS	yebF		Protein YebF
SRR6317337_00073	gene	yebF		
SRR6317337_00074	CDS	yebE		Inner membrane protein YebE
SRR6317337_00074	gene	yebE		
SRR6317337_00075	CDS	ptrB	3.4.21.83	Protease 2
SRR6317337_00075	gene	ptrB		
SRR6317337_00076	CDS	exoX	3.1.11.-	Exodeoxyribonuclease 10
SRR6317337_00076	gene	exoX		
SRR6317337_00077	CDS			hypothetical protein
SRR6317337_00077	gene			
SRR6317337_00078	CDS	holE	2.7.7.7	DNA polymerase III subunit theta
SRR6317337_00078	gene	holE		
SRR6317337_00079	CDS	pcoC		Copper resistance protein C
SRR6317337_00079	gene	pcoC		
SRR6317337_00080	CDS	yebZ		Inner membrane protein YebZ
SRR6317337_00080	gene	yebZ		
SRR6317337_00081	CDS			hypothetical protein
SRR6317337_00081	gene			
SRR6317337_00082	CDS			hypothetical protein
SRR6317337_00082	gene			
SRR6317337_00083	CDS	recE	3.1.11.-	Exodeoxyribonuclease 8
SRR6317337_00083	gene	recE		
SRR6317337_00084	CDS			hypothetical protein
SRR6317337_00084	gene			
SRR6317337_00085	CDS			hypothetical protein
SRR6317337_00085	gene			
SRR6317337_00086	CDS			hypothetical protein
SRR6317337_00086	gene			
SRR6317337_00087	CDS			hypothetical protein
SRR6317337_00087	gene			
SRR6317337_00088	CDS	tfaE_1		Prophage tail fiber assembly protein TfaE
SRR6317337_00088	gene	tfaE_1		
SRR6317337_00089	CDS			hypothetical protein
SRR6317337_00089	gene			
SRR6317337_00090	CDS			hypothetical protein
SRR6317337_00090	gene			
SRR6317337_00091	CDS	dsbB_1		Disulfide bond formation protein B
SRR6317337_00091	gene	dsbB_1		
SRR6317337_00092	CDS			hypothetical protein
SRR6317337_00092	gene			
SRR6317337_00093	CDS	yedA_1		putative inner membrane transporter YedA
SRR6317337_00093	gene	yedA_1		
SRR6317337_00094	CDS			hypothetical protein
SRR6317337_00094	gene			
SRR6317337_00095	CDS			hypothetical protein
SRR6317337_00095	gene			
SRR6317337_00096	CDS			hypothetical protein
SRR6317337_00096	gene			
SRR6317337_00097	CDS		2.3.1.-	Acetyltransferase
SRR6317337_00097	gene			
SRR6317337_00098	CDS			hypothetical protein
SRR6317337_00098	gene			
SRR6317337_00099	CDS			hypothetical protein
SRR6317337_00099	gene			
SRR6317337_00100	CDS	sopE2		Guanine nucleotide exchange factor sopE2
SRR6317337_00100	gene	sopE2		
SRR6317337_00101	CDS			hypothetical protein
SRR6317337_00101	gene			
SRR6317337_00102	CDS			hypothetical protein
SRR6317337_00102	gene			
SRR6317337_00103	CDS	pphA	3.1.3.16	Serine/threonine-protein phosphatase 1
SRR6317337_00103	gene	pphA		
SRR6317337_00104	CDS			hypothetical protein
SRR6317337_00104	gene			
SRR6317337_00105	CDS			hypothetical protein
SRR6317337_00105	gene			
SRR6317337_00106	CDS	rsmF	2.1.1.178	Ribosomal RNA small subunit methyltransferase F
SRR6317337_00106	gene	rsmF		
SRR6317337_00107	CDS	pqiB_1		Paraquat-inducible protein B
SRR6317337_00107	gene	pqiB_1		
SRR6317337_00108	CDS	yebS		Inner membrane protein YebS
SRR6317337_00108	gene	yebS		
SRR6317337_00109	CDS	msrC	1.8.4.14	Free methionine-R-sulfoxide reductase
SRR6317337_00109	gene	msrC		
SRR6317337_00110	CDS	proQ		RNA chaperone ProQ
SRR6317337_00110	gene	proQ		
SRR6317337_00111	CDS	prc	3.4.21.102	Tail-specific protease
SRR6317337_00111	gene	prc		
SRR6317337_00112	CDS	htpX	3.4.24.-	Protease HtpX
SRR6317337_00112	gene	htpX		
SRR6317337_00113	CDS	ribZ		Riboflavin transporter RibZ
SRR6317337_00113	gene	ribZ		
SRR6317337_00114	CDS			hypothetical protein
SRR6317337_00114	gene			
SRR6317337_00115	CDS	kdgR		Transcriptional regulator KdgR
SRR6317337_00115	gene	kdgR		
SRR6317337_00116	CDS			hypothetical protein
SRR6317337_00116	gene			
SRR6317337_00117	CDS	mgrB		PhoP/PhoQ regulator MgrB
SRR6317337_00117	gene	mgrB		
SRR6317337_00118	CDS			hypothetical protein
SRR6317337_00118	gene			
SRR6317337_00119	CDS	cspC		Cold shock-like protein CspC
SRR6317337_00119	gene	cspC		
SRR6317337_00120	CDS	ftsI_1	3.4.16.4	Peptidoglycan D,D-transpeptidase FtsI
SRR6317337_00120	gene	ftsI_1		
SRR6317337_00121	CDS	rlmA	2.1.1.187	23S rRNA (guanine(745)-N(1))-methyltransferase
SRR6317337_00121	gene	rlmA		
SRR6317337_00122	CDS	mntP		putative manganese efflux pump MntP
SRR6317337_00122	gene	mntP		
SRR6317337_00123	CDS			hypothetical protein
SRR6317337_00123	gene			
SRR6317337_00124	CDS	manZ_1		PTS system mannose-specific EIID component
SRR6317337_00124	gene	manZ_1		
SRR6317337_00125	CDS	manY		PTS system mannose-specific EIIC component
SRR6317337_00125	gene	manY		
SRR6317337_00126	CDS	manX_1	2.7.1.191	PTS system mannose-specific EIIAB component
SRR6317337_00126	gene	manX_1		
SRR6317337_00127	CDS	corC_1		Magnesium and cobalt efflux protein CorC
SRR6317337_00127	gene	corC_1		
SRR6317337_00128	CDS	adrB_1	3.1.4.52	Putative cyclic-di-GMP phosphodiesterase AdrB
SRR6317337_00128	gene	adrB_1		
SRR6317337_00129	CDS	sdaA_1	4.3.1.17	L-serine dehydratase 1
SRR6317337_00129	gene	sdaA_1		
SRR6317337_00130	CDS	nudL	3.6.1.-	putative Nudix hydrolase NudL
SRR6317337_00130	gene	nudL		
SRR6317337_00131	CDS	pabB	2.6.1.85	Aminodeoxychorismate synthase component 1
SRR6317337_00131	gene	pabB		
SRR6317337_00132	CDS			hypothetical protein
SRR6317337_00132	gene			
SRR6317337_00133	CDS	yabJ	3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
SRR6317337_00133	gene	yabJ		
SRR6317337_00134	CDS	dinG_1	3.6.4.12	putative ATP-dependent helicase DinG 
SRR6317337_00134	gene	dinG_1		
SRR6317337_00135	CDS	tsaB		tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
SRR6317337_00135	gene	tsaB		
SRR6317337_00136	CDS	slp		Outer membrane protein slp
SRR6317337_00136	gene	slp		
SRR6317337_00137	CDS	fadD	6.2.1.3	Long-chain-fatty-acid--CoA ligase
SRR6317337_00137	gene	fadD		
SRR6317337_00138	CDS	rnd	3.1.13.5	Ribonuclease D
SRR6317337_00138	gene	rnd		
SRR6317337_00139	CDS	minE		Cell division topological specificity factor
SRR6317337_00139	gene	minE		
SRR6317337_00140	CDS	minD		Septum site-determining protein MinD
SRR6317337_00140	gene	minD		
SRR6317337_00141	CDS	minC		Septum site-determining protein MinC
SRR6317337_00141	gene	minC		
SRR6317337_00142	CDS	ycgL		Protein YcgL
SRR6317337_00142	gene	ycgL		
SRR6317337_00143	CDS		4.3.2.3	Ureidoglycolate lyase
SRR6317337_00143	gene			
SRR6317337_00144	CDS			hypothetical protein
SRR6317337_00144	gene			
SRR6317337_00145	CDS			hypothetical protein
SRR6317337_00145	gene			
SRR6317337_00146	CDS			hypothetical protein
SRR6317337_00146	gene			
SRR6317337_00147	CDS	tehB_1	2.1.1.-	putative S-adenosyl-L-methionine-dependent methyltransferase TehB
SRR6317337_00147	gene	tehB_1		
SRR6317337_00148	CDS	dsbB_2		Disulfide bond formation protein B
SRR6317337_00148	gene	dsbB_2		
SRR6317337_00149	CDS	nhaB		Na(+)/H(+) antiporter NhaB
SRR6317337_00149	gene	nhaB		
SRR6317337_00150	CDS	fadR		Fatty acid metabolism regulator protein
SRR6317337_00150	gene	fadR		
SRR6317337_00151	CDS			hypothetical protein
SRR6317337_00151	gene			
SRR6317337_00152	CDS	dadA	1.4.99.-	D-amino acid dehydrogenase
SRR6317337_00152	gene	dadA		
SRR6317337_00153	CDS	dadX	5.1.1.1	Alanine racemase, catabolic
SRR6317337_00153	gene	dadX		
SRR6317337_00154	CDS	cvrA		K(+)/H(+) antiporter NhaP2
SRR6317337_00154	gene	cvrA		
SRR6317337_00155	CDS	ldcA	3.4.17.13	Murein tetrapeptide carboxypeptidase
SRR6317337_00155	gene	ldcA		
SRR6317337_00156	CDS	emtA	4.2.2.-	Endo-type membrane-bound lytic murein transglycosylase A
SRR6317337_00156	gene	emtA		
SRR6317337_00157	CDS	ycgR		Flagellar brake protein YcgR
SRR6317337_00157	gene	ycgR		
SRR6317337_00158	CDS			hypothetical protein
SRR6317337_00158	gene			
SRR6317337_00159	CDS	treA	3.2.1.28	Periplasmic trehalase
SRR6317337_00159	gene	treA		
SRR6317337_00160	CDS	gdhA_1	1.4.1.3	Glutamate dehydrogenase
SRR6317337_00160	gene	gdhA_1		
SRR6317337_00161	CDS	appX		Putative cytochrome bd-II ubiquinol oxidase subunit AppX
SRR6317337_00161	gene	appX		
SRR6317337_00162	CDS	appB_1	1.10.3.10	Cytochrome bd-II ubiquinol oxidase subunit 2
SRR6317337_00162	gene	appB_1		
SRR6317337_00163	CDS	appC_1	1.10.3.10	Cytochrome bd-II ubiquinol oxidase subunit 1
SRR6317337_00163	gene	appC_1		
SRR6317337_00164	CDS			hypothetical protein
SRR6317337_00164	gene			
SRR6317337_00165	CDS	hyaE_1		Hydrogenase-1 operon protein HyaE
SRR6317337_00165	gene	hyaE_1		
SRR6317337_00166	CDS	hyaD_1	3.4.23.-	Hydrogenase 1 maturation protease
SRR6317337_00166	gene	hyaD_1		
SRR6317337_00167	CDS	hyaC_1		putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
SRR6317337_00167	gene	hyaC_1		
SRR6317337_00168	CDS	hyaB_1	1.12.99.6	Hydrogenase-1 large chain
SRR6317337_00168	gene	hyaB_1		
SRR6317337_00169	CDS	hyaA	1.12.99.6	Hydrogenase-1 small chain
SRR6317337_00169	gene	hyaA		
SRR6317337_00170	CDS			hypothetical protein
SRR6317337_00170	gene			
SRR6317337_00171	CDS	ychF		Ribosome-binding ATPase YchF
SRR6317337_00171	gene	ychF		
SRR6317337_00172	CDS	pth	3.1.1.29	Peptidyl-tRNA hydrolase
SRR6317337_00172	gene	pth		
SRR6317337_00173	CDS			hypothetical protein
SRR6317337_00173	gene			
SRR6317337_00174	CDS	dauA		C4-dicarboxylic acid transporter DauA
SRR6317337_00174	gene	dauA		
SRR6317337_00175	CDS	prs	2.7.6.1	Ribose-phosphate pyrophosphokinase
SRR6317337_00175	gene	prs		
SRR6317337_00176	CDS	ispE	2.7.1.148	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
SRR6317337_00176	gene	ispE		
SRR6317337_00177	CDS	lolB		Outer-membrane lipoprotein LolB
SRR6317337_00177	gene	lolB		
SRR6317337_00178	CDS	hemA	1.2.1.70	Glutamyl-tRNA reductase
SRR6317337_00178	gene	hemA		
SRR6317337_00179	CDS	prfA		Peptide chain release factor RF1
SRR6317337_00179	gene	prfA		
SRR6317337_00180	CDS	prmC	2.1.1.297	Release factor glutamine methyltransferase
SRR6317337_00180	gene	prmC		
SRR6317337_00181	CDS			hypothetical protein
SRR6317337_00181	gene			
SRR6317337_00182	CDS			hypothetical protein
SRR6317337_00182	gene			
SRR6317337_00183	CDS	kdsA	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase
SRR6317337_00183	gene	kdsA		
SRR6317337_00184	CDS	chaA		Sodium-potassium/proton antiporter ChaA
SRR6317337_00184	gene	chaA		
SRR6317337_00185	CDS	chaB		Putative cation transport regulator ChaB
SRR6317337_00185	gene	chaB		
SRR6317337_00186	CDS			hypothetical protein
SRR6317337_00186	gene			
SRR6317337_00187	CDS			Invasin
SRR6317337_00187	gene			
SRR6317337_00188	CDS	narL_1		Nitrate/nitrite response regulator protein NarL
SRR6317337_00188	gene	narL_1		
SRR6317337_00189	CDS	narX_1	2.7.13.3	Nitrate/nitrite sensor protein NarX
SRR6317337_00189	gene	narX_1		
SRR6317337_00190	CDS	narK		Nitrate/nitrite transporter NarK
SRR6317337_00190	gene	narK		
SRR6317337_00191	CDS	narG	1.7.99.4	Respiratory nitrate reductase 1 alpha chain
SRR6317337_00191	gene	narG		
SRR6317337_00192	CDS	narH	1.7.99.4	Respiratory nitrate reductase 1 beta chain
SRR6317337_00192	gene	narH		
SRR6317337_00193	CDS	narJ		Nitrate reductase molybdenum cofactor assembly chaperone NarJ
SRR6317337_00193	gene	narJ		
SRR6317337_00194	CDS	narI	1.7.99.4	Respiratory nitrate reductase 1 gamma chain
SRR6317337_00194	gene	narI		
SRR6317337_00195	CDS	esiB_1		Secretory immunoglobulin A-binding protein EsiB
SRR6317337_00195	gene	esiB_1		
SRR6317337_00196	tRNA			tRNA-Tyr(gta)
SRR6317337_00196	gene			
SRR6317337_00197	tRNA			tRNA-Tyr(gta)
SRR6317337_00197	gene			
SRR6317337_00198	CDS	purU	3.5.1.10	Formyltetrahydrofolate deformylase
SRR6317337_00198	gene	purU		
SRR6317337_00199	CDS			hypothetical protein
SRR6317337_00199	gene			
SRR6317337_00200	CDS			putative NTE family protein
SRR6317337_00200	gene			
SRR6317337_00201	CDS	rssB		Regulator of RpoS
SRR6317337_00201	gene	rssB		
SRR6317337_00202	CDS	galU	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase
SRR6317337_00202	gene	galU		
SRR6317337_00203	CDS	hns		DNA-binding protein H-NS
SRR6317337_00203	gene	hns		
SRR6317337_00204	CDS	tdk	2.7.1.21	Thymidine kinase
SRR6317337_00204	gene	tdk		
SRR6317337_00205	CDS	adhE_1		Aldehyde-alcohol dehydrogenase
SRR6317337_00205	gene	adhE_1		
SRR6317337_00206	CDS			hypothetical protein
SRR6317337_00206	gene			
SRR6317337_00207	CDS	oppA		Periplasmic oligopeptide-binding protein
SRR6317337_00207	gene	oppA		
SRR6317337_00208	CDS	oppB		Oligopeptide transport system permease protein OppB
SRR6317337_00208	gene	oppB		
SRR6317337_00209	CDS	oppC		Oligopeptide transport system permease protein OppC
SRR6317337_00209	gene	oppC		
SRR6317337_00210	CDS	oppD_1		Oligopeptide transport ATP-binding protein OppD
SRR6317337_00210	gene	oppD_1		
SRR6317337_00211	CDS	oppF_1		Oligopeptide transport ATP-binding protein OppF
SRR6317337_00211	gene	oppF_1		
SRR6317337_00212	CDS	kcsA		pH-gated potassium channel KcsA
SRR6317337_00212	gene	kcsA		
SRR6317337_00213	CDS			hypothetical protein
SRR6317337_00213	gene			
SRR6317337_00214	CDS	clsA	2.7.8.-	Cardiolipin synthase A
SRR6317337_00214	gene	clsA		
SRR6317337_00215	CDS			hypothetical protein
SRR6317337_00215	gene			
SRR6317337_00216	CDS			hypothetical protein
SRR6317337_00216	gene			
SRR6317337_00217	CDS			hypothetical protein
SRR6317337_00217	gene			
SRR6317337_00218	CDS		3.1.2.-	putative acyl-CoA thioester hydrolase
SRR6317337_00218	gene			
SRR6317337_00219	CDS	yciB		putative intracellular septation protein A
SRR6317337_00219	gene	yciB		
SRR6317337_00220	CDS			hypothetical protein
SRR6317337_00220	gene			
SRR6317337_00221	CDS			hypothetical protein
SRR6317337_00221	gene			
SRR6317337_00222	CDS	ompW		Outer membrane protein W
SRR6317337_00222	gene	ompW		
SRR6317337_00223	CDS		1.11.1.6	Manganese catalase
SRR6317337_00223	gene			
SRR6317337_00224	CDS			hypothetical protein
SRR6317337_00224	gene			
SRR6317337_00225	CDS			hypothetical protein
SRR6317337_00225	gene			
SRR6317337_00226	CDS			hypothetical protein
SRR6317337_00226	gene			
SRR6317337_00227	CDS	trpA	4.2.1.20	Tryptophan synthase alpha chain
SRR6317337_00227	gene	trpA		
SRR6317337_00228	CDS	trpB	4.2.1.20	Tryptophan synthase beta chain
SRR6317337_00228	gene	trpB		
SRR6317337_00229	CDS	trpC		Tryptophan biosynthesis protein TrpCF
SRR6317337_00229	gene	trpC		
SRR6317337_00230	CDS	trpGD		Bifunctional protein TrpGD
SRR6317337_00230	gene	trpGD		
SRR6317337_00231	CDS	trpE	4.1.3.27	Anthranilate synthase component 1
SRR6317337_00231	gene	trpE		
SRR6317337_00232	CDS	yciV	3.1.13.-	5'-3' exoribonuclease
SRR6317337_00232	gene	yciV		
SRR6317337_00233	CDS	ywlC	2.7.7.87	Threonylcarbamoyl-AMP synthase
SRR6317337_00233	gene	ywlC		
SRR6317337_00234	CDS	rluB	5.4.99.22	Ribosomal large subunit pseudouridine synthase B
SRR6317337_00234	gene	rluB		
SRR6317337_00235	CDS	btuR	2.5.1.17	Cob(I)yrinic acid a,c-diamide adenosyltransferase
SRR6317337_00235	gene	btuR		
SRR6317337_00236	CDS	yciK	1.-.-.-	putative oxidoreductase YciK
SRR6317337_00236	gene	yciK		
SRR6317337_00237	CDS	sohB	3.4.21.-	putative protease SohB
SRR6317337_00237	gene	sohB		
SRR6317337_00238	CDS			hypothetical protein
SRR6317337_00238	gene			
SRR6317337_00239	CDS	topA_1	5.99.1.2	DNA topoisomerase 1
SRR6317337_00239	gene	topA_1		
SRR6317337_00240	CDS	cysB		HTH-type transcriptional regulator CysB
SRR6317337_00240	gene	cysB		
SRR6317337_00241	CDS			hypothetical protein
SRR6317337_00241	gene			
SRR6317337_00242	CDS	acnA	4.2.1.3	Aconitate hydratase A
SRR6317337_00242	gene	acnA		
SRR6317337_00243	CDS	ribA	3.5.4.25	GTP cyclohydrolase-2
SRR6317337_00243	gene	ribA		
SRR6317337_00244	CDS	pgpB	3.1.3.27	Phosphatidylglycerophosphatase B
SRR6317337_00244	gene	pgpB		
SRR6317337_00245	CDS	lapA		Lipopolysaccharide assembly protein A
SRR6317337_00245	gene	lapA		
SRR6317337_00246	CDS	lapB		Lipopolysaccharide assembly protein B
SRR6317337_00246	gene	lapB		
SRR6317337_00247	CDS	pyrF	4.1.1.23	Orotidine 5'-phosphate decarboxylase
SRR6317337_00247	gene	pyrF		
SRR6317337_00248	CDS			hypothetical protein
SRR6317337_00248	gene			
SRR6317337_00249	CDS	osmB		Osmotically-inducible lipoprotein B
SRR6317337_00249	gene	osmB		
SRR6317337_00250	CDS	srlR_1		Glucitol operon repressor
SRR6317337_00250	gene	srlR_1		
SRR6317337_00251	CDS			hypothetical protein
SRR6317337_00251	gene			
SRR6317337_00252	CDS	gmr	3.1.4.52	Cyclic di-GMP phosphodiesterase Gmr
SRR6317337_00252	gene	gmr		
SRR6317337_00253	CDS	rnb	3.1.13.1	Exoribonuclease 2
SRR6317337_00253	gene	rnb		
SRR6317337_00254	CDS			hypothetical protein
SRR6317337_00254	gene			
SRR6317337_00255	CDS	fabI	1.3.1.9	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
SRR6317337_00255	gene	fabI		
SRR6317337_00256	CDS	steC	2.7.-.-	Secreted effector kinase SteC
SRR6317337_00256	gene	steC		
SRR6317337_00257	CDS	ydiV_1		Putative anti-FlhC(2)FlhD(4) factor YdiV
SRR6317337_00257	gene	ydiV_1		
SRR6317337_00258	CDS	sapF		Peptide transport system ATP-binding protein SapF
SRR6317337_00258	gene	sapF		
SRR6317337_00259	CDS	sapD		Peptide transport system ATP-binding protein SapD
SRR6317337_00259	gene	sapD		
SRR6317337_00260	CDS	sapC		Peptide transport system permease protein SapC
SRR6317337_00260	gene	sapC		
SRR6317337_00261	CDS	sapB		Peptide transport system permease protein SapB
SRR6317337_00261	gene	sapB		
SRR6317337_00262	CDS	sapA		Peptide transport periplasmic protein SapA
SRR6317337_00262	gene	sapA		
SRR6317337_00263	CDS	pspF		Psp operon transcriptional activator
SRR6317337_00263	gene	pspF		
SRR6317337_00264	CDS	pspA		Phage shock protein A
SRR6317337_00264	gene	pspA		
SRR6317337_00265	CDS	pspB		Phage shock protein B
SRR6317337_00265	gene	pspB		
SRR6317337_00266	CDS	pspC		Phage shock protein C
SRR6317337_00266	gene	pspC		
SRR6317337_00267	CDS	pspD		Phage shock protein D
SRR6317337_00267	gene	pspD		
SRR6317337_00268	CDS	pspE	2.8.1.1	Thiosulfate sulfurtransferase PspE
SRR6317337_00268	gene	pspE		
SRR6317337_00269	CDS			hypothetical protein
SRR6317337_00269	gene			
SRR6317337_00270	CDS			hypothetical protein
SRR6317337_00270	gene			
