locus_tag	ftype	gene	EC_number	product
SRR6317347_00051	CDS			hypothetical protein
SRR6317347_00051	gene			
SRR6317347_00052	CDS	yecD	3.-.-.-	Isochorismatase family protein YecD
SRR6317347_00052	gene	yecD		
SRR6317347_00053	CDS	aspS	6.1.1.12	Aspartate--tRNA ligase
SRR6317347_00053	gene	aspS		
SRR6317347_00054	CDS	nudB	3.6.1.67	Dihydroneopterin triphosphate diphosphatase
SRR6317347_00054	gene	nudB		
SRR6317347_00055	CDS	yebC		putative transcriptional regulatory protein YebC
SRR6317347_00055	gene	yebC		
SRR6317347_00056	CDS	ruvC	3.1.22.4	Crossover junction endodeoxyribonuclease RuvC
SRR6317347_00056	gene	ruvC		
SRR6317347_00057	CDS			hypothetical protein
SRR6317347_00057	gene			
SRR6317347_00058	CDS			hypothetical protein
SRR6317347_00058	gene			
SRR6317347_00059	CDS	ruvA	3.6.4.12	Holliday junction ATP-dependent DNA helicase RuvA
SRR6317347_00059	gene	ruvA		
SRR6317347_00060	CDS	ruvB	3.6.4.12	Holliday junction ATP-dependent DNA helicase RuvB
SRR6317347_00060	gene	ruvB		
SRR6317347_00061	CDS	znuB		High-affinity zinc uptake system membrane protein ZnuB
SRR6317347_00061	gene	znuB		
SRR6317347_00062	CDS	znuC_1	3.6.3.-	Zinc import ATP-binding protein ZnuC
SRR6317347_00062	gene	znuC_1		
SRR6317347_00063	CDS	znuA		High-affinity zinc uptake system protein ZnuA
SRR6317347_00063	gene	znuA		
SRR6317347_00064	CDS	mepM	3.4.24.-	Murein DD-endopeptidase MepM
SRR6317347_00064	gene	mepM		
SRR6317347_00065	CDS	lpxM	2.3.1.243	Lipid A biosynthesis myristoyltransferase
SRR6317347_00065	gene	lpxM		
SRR6317347_00066	CDS	pykA	2.7.1.40	Pyruvate kinase II
SRR6317347_00066	gene	pykA		
SRR6317347_00067	CDS	hexR_1		HTH-type transcriptional regulator HexR
SRR6317347_00067	gene	hexR_1		
SRR6317347_00068	CDS	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase
SRR6317347_00068	gene	zwf		
SRR6317347_00069	CDS	edd	4.2.1.12	Phosphogluconate dehydratase
SRR6317347_00069	gene	edd		
SRR6317347_00070	CDS	eda		KHG/KDPG aldolase
SRR6317347_00070	gene	eda		
SRR6317347_00071	CDS	purT	2.1.2.-	Formate-dependent phosphoribosylglycinamide formyltransferase
SRR6317347_00071	gene	purT		
SRR6317347_00072	CDS			hypothetical protein
SRR6317347_00072	gene			
SRR6317347_00073	CDS	yebF		Protein YebF
SRR6317347_00073	gene	yebF		
SRR6317347_00074	CDS	yebE		Inner membrane protein YebE
SRR6317347_00074	gene	yebE		
SRR6317347_00075	CDS	ptrB	3.4.21.83	Protease 2
SRR6317347_00075	gene	ptrB		
SRR6317347_00076	CDS	exoX	3.1.11.-	Exodeoxyribonuclease 10
SRR6317347_00076	gene	exoX		
SRR6317347_00077	CDS			hypothetical protein
SRR6317347_00077	gene			
SRR6317347_00078	CDS	holE	2.7.7.7	DNA polymerase III subunit theta
SRR6317347_00078	gene	holE		
SRR6317347_00079	CDS	pcoC		Copper resistance protein C
SRR6317347_00079	gene	pcoC		
SRR6317347_00080	CDS	yebZ		Inner membrane protein YebZ
SRR6317347_00080	gene	yebZ		
SRR6317347_00081	CDS			hypothetical protein
SRR6317347_00081	gene			
SRR6317347_00082	CDS			hypothetical protein
SRR6317347_00082	gene			
SRR6317347_00083	CDS	recE	3.1.11.-	Exodeoxyribonuclease 8
SRR6317347_00083	gene	recE		
SRR6317347_00084	CDS			hypothetical protein
SRR6317347_00084	gene			
SRR6317347_00085	CDS			hypothetical protein
SRR6317347_00085	gene			
SRR6317347_00086	CDS			hypothetical protein
SRR6317347_00086	gene			
SRR6317347_00087	CDS			hypothetical protein
SRR6317347_00087	gene			
SRR6317347_00088	CDS	tfaE_1		Prophage tail fiber assembly protein TfaE
SRR6317347_00088	gene	tfaE_1		
SRR6317347_00089	CDS			hypothetical protein
SRR6317347_00089	gene			
SRR6317347_00090	CDS			hypothetical protein
SRR6317347_00090	gene			
SRR6317347_00091	CDS	dsbB_1		Disulfide bond formation protein B
SRR6317347_00091	gene	dsbB_1		
SRR6317347_00092	CDS			hypothetical protein
SRR6317347_00092	gene			
SRR6317347_00093	CDS	yedA_1		putative inner membrane transporter YedA
SRR6317347_00093	gene	yedA_1		
SRR6317347_00094	CDS			hypothetical protein
SRR6317347_00094	gene			
SRR6317347_00095	CDS			hypothetical protein
SRR6317347_00095	gene			
SRR6317347_00096	CDS			hypothetical protein
SRR6317347_00096	gene			
SRR6317347_00097	CDS		2.3.1.-	Acetyltransferase
SRR6317347_00097	gene			
SRR6317347_00098	CDS			hypothetical protein
SRR6317347_00098	gene			
SRR6317347_00099	CDS			hypothetical protein
SRR6317347_00099	gene			
SRR6317347_00100	CDS	sopE2		Guanine nucleotide exchange factor sopE2
SRR6317347_00100	gene	sopE2		
SRR6317347_00101	CDS			hypothetical protein
SRR6317347_00101	gene			
SRR6317347_00102	CDS			hypothetical protein
SRR6317347_00102	gene			
SRR6317347_00103	CDS	pphA	3.1.3.16	Serine/threonine-protein phosphatase 1
SRR6317347_00103	gene	pphA		
SRR6317347_00104	CDS			hypothetical protein
SRR6317347_00104	gene			
SRR6317347_00105	CDS			hypothetical protein
SRR6317347_00105	gene			
SRR6317347_00106	CDS	rsmF	2.1.1.178	Ribosomal RNA small subunit methyltransferase F
SRR6317347_00106	gene	rsmF		
SRR6317347_00107	CDS	pqiB_1		Paraquat-inducible protein B
SRR6317347_00107	gene	pqiB_1		
SRR6317347_00108	CDS	yebS		Inner membrane protein YebS
SRR6317347_00108	gene	yebS		
SRR6317347_00109	CDS	msrC	1.8.4.14	Free methionine-R-sulfoxide reductase
SRR6317347_00109	gene	msrC		
SRR6317347_00110	CDS	proQ_1		RNA chaperone ProQ
SRR6317347_00110	gene	proQ_1		
SRR6317347_00111	CDS	prc	3.4.21.102	Tail-specific protease
SRR6317347_00111	gene	prc		
SRR6317347_00112	CDS	htpX	3.4.24.-	Protease HtpX
SRR6317347_00112	gene	htpX		
SRR6317347_00113	CDS	ribZ		Riboflavin transporter RibZ
SRR6317347_00113	gene	ribZ		
SRR6317347_00114	CDS			hypothetical protein
SRR6317347_00114	gene			
SRR6317347_00115	CDS	kdgR		Transcriptional regulator KdgR
SRR6317347_00115	gene	kdgR		
SRR6317347_00116	CDS			hypothetical protein
SRR6317347_00116	gene			
SRR6317347_00117	CDS	mgrB		PhoP/PhoQ regulator MgrB
SRR6317347_00117	gene	mgrB		
SRR6317347_00118	CDS			hypothetical protein
SRR6317347_00118	gene			
SRR6317347_00119	CDS	cspC		Cold shock-like protein CspC
SRR6317347_00119	gene	cspC		
SRR6317347_00120	CDS	ftsI_1	3.4.16.4	Peptidoglycan D,D-transpeptidase FtsI
SRR6317347_00120	gene	ftsI_1		
SRR6317347_00121	CDS	rlmA	2.1.1.187	23S rRNA (guanine(745)-N(1))-methyltransferase
SRR6317347_00121	gene	rlmA		
SRR6317347_00122	CDS	mntP		putative manganese efflux pump MntP
SRR6317347_00122	gene	mntP		
SRR6317347_00123	CDS			hypothetical protein
SRR6317347_00123	gene			
SRR6317347_00124	CDS	manZ_1		PTS system mannose-specific EIID component
SRR6317347_00124	gene	manZ_1		
SRR6317347_00125	CDS	manY		PTS system mannose-specific EIIC component
SRR6317347_00125	gene	manY		
SRR6317347_00126	CDS	manX_1	2.7.1.191	PTS system mannose-specific EIIAB component
SRR6317347_00126	gene	manX_1		
SRR6317347_00127	CDS	corC_1		Magnesium and cobalt efflux protein CorC
SRR6317347_00127	gene	corC_1		
SRR6317347_00128	CDS	adrB_1	3.1.4.52	Putative cyclic-di-GMP phosphodiesterase AdrB
SRR6317347_00128	gene	adrB_1		
SRR6317347_00129	CDS	sdaA_1	4.3.1.17	L-serine dehydratase 1
SRR6317347_00129	gene	sdaA_1		
SRR6317347_00130	CDS	nudL	3.6.1.-	putative Nudix hydrolase NudL
SRR6317347_00130	gene	nudL		
SRR6317347_00131	CDS	pabB	2.6.1.85	Aminodeoxychorismate synthase component 1
SRR6317347_00131	gene	pabB		
SRR6317347_00132	CDS			hypothetical protein
SRR6317347_00132	gene			
SRR6317347_00133	CDS	yabJ	3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
SRR6317347_00133	gene	yabJ		
SRR6317347_00134	CDS	dinG_1	3.6.4.12	putative ATP-dependent helicase DinG 
SRR6317347_00134	gene	dinG_1		
SRR6317347_00135	CDS	tsaB		tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
SRR6317347_00135	gene	tsaB		
SRR6317347_00136	CDS	slp		Outer membrane protein slp
SRR6317347_00136	gene	slp		
SRR6317347_00137	CDS	fadD	6.2.1.3	Long-chain-fatty-acid--CoA ligase
SRR6317347_00137	gene	fadD		
SRR6317347_00138	CDS	rnd	3.1.13.5	Ribonuclease D
SRR6317347_00138	gene	rnd		
SRR6317347_00139	CDS	minE		Cell division topological specificity factor
SRR6317347_00139	gene	minE		
SRR6317347_00140	CDS	minD		Septum site-determining protein MinD
SRR6317347_00140	gene	minD		
SRR6317347_00141	CDS	minC		Septum site-determining protein MinC
SRR6317347_00141	gene	minC		
SRR6317347_00142	CDS	ycgL		Protein YcgL
SRR6317347_00142	gene	ycgL		
SRR6317347_00143	CDS		4.3.2.3	Ureidoglycolate lyase
SRR6317347_00143	gene			
SRR6317347_00144	CDS			hypothetical protein
SRR6317347_00144	gene			
SRR6317347_00145	CDS			hypothetical protein
SRR6317347_00145	gene			
SRR6317347_00146	CDS			hypothetical protein
SRR6317347_00146	gene			
SRR6317347_00147	CDS	tehB_1	2.1.1.-	putative S-adenosyl-L-methionine-dependent methyltransferase TehB
SRR6317347_00147	gene	tehB_1		
SRR6317347_00148	CDS	dsbB_2		Disulfide bond formation protein B
SRR6317347_00148	gene	dsbB_2		
SRR6317347_00149	CDS	nhaB		Na(+)/H(+) antiporter NhaB
SRR6317347_00149	gene	nhaB		
SRR6317347_00150	CDS	fadR		Fatty acid metabolism regulator protein
SRR6317347_00150	gene	fadR		
SRR6317347_00151	CDS			hypothetical protein
SRR6317347_00151	gene			
SRR6317347_00152	CDS	dadA	1.4.99.-	D-amino acid dehydrogenase
SRR6317347_00152	gene	dadA		
SRR6317347_00153	CDS	dadX	5.1.1.1	Alanine racemase, catabolic
SRR6317347_00153	gene	dadX		
SRR6317347_00154	CDS	cvrA		K(+)/H(+) antiporter NhaP2
SRR6317347_00154	gene	cvrA		
SRR6317347_00155	CDS	ldcA	3.4.17.13	Murein tetrapeptide carboxypeptidase
SRR6317347_00155	gene	ldcA		
SRR6317347_00156	CDS	emtA	4.2.2.-	Endo-type membrane-bound lytic murein transglycosylase A
SRR6317347_00156	gene	emtA		
SRR6317347_00157	CDS	ycgR		Flagellar brake protein YcgR
SRR6317347_00157	gene	ycgR		
SRR6317347_00158	CDS			hypothetical protein
SRR6317347_00158	gene			
SRR6317347_00159	CDS	treA	3.2.1.28	Periplasmic trehalase
SRR6317347_00159	gene	treA		
SRR6317347_00160	CDS	gdhA_1	1.4.1.3	Glutamate dehydrogenase
SRR6317347_00160	gene	gdhA_1		
SRR6317347_00161	CDS	appX		Putative cytochrome bd-II ubiquinol oxidase subunit AppX
SRR6317347_00161	gene	appX		
SRR6317347_00162	CDS	appB_1	1.10.3.10	Cytochrome bd-II ubiquinol oxidase subunit 2
SRR6317347_00162	gene	appB_1		
SRR6317347_00163	CDS	appC_1	1.10.3.10	Cytochrome bd-II ubiquinol oxidase subunit 1
SRR6317347_00163	gene	appC_1		
SRR6317347_00164	CDS			hypothetical protein
SRR6317347_00164	gene			
SRR6317347_00165	CDS	hyaE_1		Hydrogenase-1 operon protein HyaE
SRR6317347_00165	gene	hyaE_1		
SRR6317347_00166	CDS	hyaD_1	3.4.23.-	Hydrogenase 1 maturation protease
SRR6317347_00166	gene	hyaD_1		
SRR6317347_00167	CDS	hyaC_1		putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
SRR6317347_00167	gene	hyaC_1		
SRR6317347_00168	CDS	hyaB_1	1.12.99.6	Hydrogenase-1 large chain
SRR6317347_00168	gene	hyaB_1		
SRR6317347_00169	CDS	hyaA	1.12.99.6	Hydrogenase-1 small chain
SRR6317347_00169	gene	hyaA		
SRR6317347_00170	CDS			hypothetical protein
SRR6317347_00170	gene			
SRR6317347_00171	CDS	ychF		Ribosome-binding ATPase YchF
SRR6317347_00171	gene	ychF		
SRR6317347_00172	CDS	pth	3.1.1.29	Peptidyl-tRNA hydrolase
SRR6317347_00172	gene	pth		
SRR6317347_00173	CDS			hypothetical protein
SRR6317347_00173	gene			
SRR6317347_00174	CDS	dauA		C4-dicarboxylic acid transporter DauA
SRR6317347_00174	gene	dauA		
SRR6317347_00175	CDS	prs	2.7.6.1	Ribose-phosphate pyrophosphokinase
SRR6317347_00175	gene	prs		
SRR6317347_00176	CDS	ispE	2.7.1.148	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
SRR6317347_00176	gene	ispE		
SRR6317347_00177	CDS	lolB		Outer-membrane lipoprotein LolB
SRR6317347_00177	gene	lolB		
SRR6317347_00178	CDS	hemA	1.2.1.70	Glutamyl-tRNA reductase
SRR6317347_00178	gene	hemA		
SRR6317347_00179	CDS	prfA		Peptide chain release factor RF1
SRR6317347_00179	gene	prfA		
SRR6317347_00180	CDS	prmC	2.1.1.297	Release factor glutamine methyltransferase
SRR6317347_00180	gene	prmC		
SRR6317347_00181	CDS			hypothetical protein
SRR6317347_00181	gene			
SRR6317347_00182	CDS			hypothetical protein
SRR6317347_00182	gene			
SRR6317347_00183	CDS	kdsA	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase
SRR6317347_00183	gene	kdsA		
SRR6317347_00184	CDS	chaA		Sodium-potassium/proton antiporter ChaA
SRR6317347_00184	gene	chaA		
SRR6317347_00185	CDS	chaB		Putative cation transport regulator ChaB
SRR6317347_00185	gene	chaB		
SRR6317347_00186	CDS			hypothetical protein
SRR6317347_00186	gene			
SRR6317347_00187	CDS			Invasin
SRR6317347_00187	gene			
SRR6317347_00188	CDS	narL_1		Nitrate/nitrite response regulator protein NarL
SRR6317347_00188	gene	narL_1		
SRR6317347_00189	CDS	narX_1	2.7.13.3	Nitrate/nitrite sensor protein NarX
SRR6317347_00189	gene	narX_1		
SRR6317347_00190	CDS	narK		Nitrate/nitrite transporter NarK
SRR6317347_00190	gene	narK		
SRR6317347_00191	CDS	narG	1.7.99.4	Respiratory nitrate reductase 1 alpha chain
SRR6317347_00191	gene	narG		
SRR6317347_00192	CDS	narH	1.7.99.4	Respiratory nitrate reductase 1 beta chain
SRR6317347_00192	gene	narH		
SRR6317347_00193	CDS	narJ		Nitrate reductase molybdenum cofactor assembly chaperone NarJ
SRR6317347_00193	gene	narJ		
SRR6317347_00194	CDS	narI	1.7.99.4	Respiratory nitrate reductase 1 gamma chain
SRR6317347_00194	gene	narI		
SRR6317347_00195	CDS	esiB_1		Secretory immunoglobulin A-binding protein EsiB
SRR6317347_00195	gene	esiB_1		
SRR6317347_00196	tRNA			tRNA-Tyr(gta)
SRR6317347_00196	gene			
SRR6317347_00197	tRNA			tRNA-Tyr(gta)
SRR6317347_00197	gene			
SRR6317347_00198	CDS	purU	3.5.1.10	Formyltetrahydrofolate deformylase
SRR6317347_00198	gene	purU		
SRR6317347_00199	CDS			hypothetical protein
SRR6317347_00199	gene			
SRR6317347_00200	CDS			putative NTE family protein
SRR6317347_00200	gene			
SRR6317347_00201	CDS	rssB		Regulator of RpoS
SRR6317347_00201	gene	rssB		
SRR6317347_00202	CDS	galU	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase
SRR6317347_00202	gene	galU		
SRR6317347_00203	CDS	hns		DNA-binding protein H-NS
SRR6317347_00203	gene	hns		
SRR6317347_00204	CDS	tdk	2.7.1.21	Thymidine kinase
SRR6317347_00204	gene	tdk		
SRR6317347_00205	CDS	adhE_1		Aldehyde-alcohol dehydrogenase
SRR6317347_00205	gene	adhE_1		
SRR6317347_00206	CDS			hypothetical protein
SRR6317347_00206	gene			
SRR6317347_00207	CDS	oppA		Periplasmic oligopeptide-binding protein
SRR6317347_00207	gene	oppA		
SRR6317347_00208	CDS	oppB		Oligopeptide transport system permease protein OppB
SRR6317347_00208	gene	oppB		
SRR6317347_00209	CDS	oppC		Oligopeptide transport system permease protein OppC
SRR6317347_00209	gene	oppC		
SRR6317347_00210	CDS	oppD_1		Oligopeptide transport ATP-binding protein OppD
SRR6317347_00210	gene	oppD_1		
SRR6317347_00211	CDS	oppF_1		Oligopeptide transport ATP-binding protein OppF
SRR6317347_00211	gene	oppF_1		
SRR6317347_00212	CDS	kcsA		pH-gated potassium channel KcsA
SRR6317347_00212	gene	kcsA		
SRR6317347_00213	CDS			hypothetical protein
SRR6317347_00213	gene			
SRR6317347_00214	CDS	clsA	2.7.8.-	Cardiolipin synthase A
SRR6317347_00214	gene	clsA		
SRR6317347_00215	CDS			hypothetical protein
SRR6317347_00215	gene			
SRR6317347_00216	CDS			hypothetical protein
SRR6317347_00216	gene			
SRR6317347_00217	CDS			hypothetical protein
SRR6317347_00217	gene			
SRR6317347_00218	CDS		3.1.2.-	putative acyl-CoA thioester hydrolase
SRR6317347_00218	gene			
SRR6317347_00219	CDS	yciB		putative intracellular septation protein A
SRR6317347_00219	gene	yciB		
SRR6317347_00220	CDS			hypothetical protein
SRR6317347_00220	gene			
SRR6317347_00221	CDS			hypothetical protein
SRR6317347_00221	gene			
SRR6317347_00222	CDS	ompW		Outer membrane protein W
SRR6317347_00222	gene	ompW		
SRR6317347_00223	CDS		1.11.1.6	Manganese catalase
SRR6317347_00223	gene			
SRR6317347_00224	CDS			hypothetical protein
SRR6317347_00224	gene			
SRR6317347_00225	CDS			hypothetical protein
SRR6317347_00225	gene			
SRR6317347_00226	CDS			hypothetical protein
SRR6317347_00226	gene			
SRR6317347_00227	CDS	trpA	4.2.1.20	Tryptophan synthase alpha chain
SRR6317347_00227	gene	trpA		
SRR6317347_00228	CDS	trpB	4.2.1.20	Tryptophan synthase beta chain
SRR6317347_00228	gene	trpB		
SRR6317347_00229	CDS	trpC		Tryptophan biosynthesis protein TrpCF
SRR6317347_00229	gene	trpC		
SRR6317347_00230	CDS	trpGD		Bifunctional protein TrpGD
SRR6317347_00230	gene	trpGD		
SRR6317347_00231	CDS	trpE	4.1.3.27	Anthranilate synthase component 1
SRR6317347_00231	gene	trpE		
SRR6317347_00232	CDS	yciV	3.1.13.-	5'-3' exoribonuclease
SRR6317347_00232	gene	yciV		
SRR6317347_00233	CDS	ywlC	2.7.7.87	Threonylcarbamoyl-AMP synthase
SRR6317347_00233	gene	ywlC		
SRR6317347_00234	CDS	rluB	5.4.99.22	Ribosomal large subunit pseudouridine synthase B
SRR6317347_00234	gene	rluB		
SRR6317347_00235	CDS	btuR	2.5.1.17	Cob(I)yrinic acid a,c-diamide adenosyltransferase
SRR6317347_00235	gene	btuR		
SRR6317347_00236	CDS	yciK	1.-.-.-	putative oxidoreductase YciK
SRR6317347_00236	gene	yciK		
SRR6317347_00237	CDS	sohB	3.4.21.-	putative protease SohB
SRR6317347_00237	gene	sohB		
SRR6317347_00238	CDS			hypothetical protein
SRR6317347_00238	gene			
SRR6317347_00239	CDS	topA_1	5.99.1.2	DNA topoisomerase 1
SRR6317347_00239	gene	topA_1		
SRR6317347_00240	CDS	cysB		HTH-type transcriptional regulator CysB
SRR6317347_00240	gene	cysB		
SRR6317347_00241	CDS			hypothetical protein
SRR6317347_00241	gene			
SRR6317347_00242	CDS	acnA	4.2.1.3	Aconitate hydratase A
SRR6317347_00242	gene	acnA		
SRR6317347_00243	CDS	ribA	3.5.4.25	GTP cyclohydrolase-2
SRR6317347_00243	gene	ribA		
SRR6317347_00244	CDS	pgpB	3.1.3.27	Phosphatidylglycerophosphatase B
SRR6317347_00244	gene	pgpB		
SRR6317347_00245	CDS	lapA		Lipopolysaccharide assembly protein A
SRR6317347_00245	gene	lapA		
SRR6317347_00246	CDS	lapB		Lipopolysaccharide assembly protein B
SRR6317347_00246	gene	lapB		
SRR6317347_00247	CDS	pyrF	4.1.1.23	Orotidine 5'-phosphate decarboxylase
SRR6317347_00247	gene	pyrF		
SRR6317347_00248	CDS			hypothetical protein
SRR6317347_00248	gene			
SRR6317347_00249	CDS	osmB		Osmotically-inducible lipoprotein B
SRR6317347_00249	gene	osmB		
SRR6317347_00250	CDS	srlR_1		Glucitol operon repressor
SRR6317347_00250	gene	srlR_1		
SRR6317347_00251	CDS			hypothetical protein
SRR6317347_00251	gene			
SRR6317347_00252	CDS	gmr	3.1.4.52	Cyclic di-GMP phosphodiesterase Gmr
SRR6317347_00252	gene	gmr		
SRR6317347_00253	CDS	rnb	3.1.13.1	Exoribonuclease 2
SRR6317347_00253	gene	rnb		
SRR6317347_00254	CDS			hypothetical protein
SRR6317347_00254	gene			
SRR6317347_00255	CDS	fabI	1.3.1.9	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
SRR6317347_00255	gene	fabI		
SRR6317347_00256	CDS	steC	2.7.-.-	Secreted effector kinase SteC
SRR6317347_00256	gene	steC		
SRR6317347_00257	CDS	ydiV_1		Putative anti-FlhC(2)FlhD(4) factor YdiV
SRR6317347_00257	gene	ydiV_1		
SRR6317347_00258	CDS	sapF		Peptide transport system ATP-binding protein SapF
SRR6317347_00258	gene	sapF		
SRR6317347_00259	CDS	sapD		Peptide transport system ATP-binding protein SapD
SRR6317347_00259	gene	sapD		
SRR6317347_00260	CDS	sapC		Peptide transport system permease protein SapC
SRR6317347_00260	gene	sapC		
SRR6317347_00261	CDS	sapB		Peptide transport system permease protein SapB
SRR6317347_00261	gene	sapB		
SRR6317347_00262	CDS	sapA		Peptide transport periplasmic protein SapA
SRR6317347_00262	gene	sapA		
SRR6317347_00263	CDS	pspF		Psp operon transcriptional activator
SRR6317347_00263	gene	pspF		
SRR6317347_00264	CDS	pspA		Phage shock protein A
SRR6317347_00264	gene	pspA		
SRR6317347_00265	CDS	pspB		Phage shock protein B
SRR6317347_00265	gene	pspB		
SRR6317347_00266	CDS	pspC		Phage shock protein C
SRR6317347_00266	gene	pspC		
SRR6317347_00267	CDS	pspD		Phage shock protein D
SRR6317347_00267	gene	pspD		
SRR6317347_00268	CDS	pspE	2.8.1.1	Thiosulfate sulfurtransferase PspE
SRR6317347_00268	gene	pspE		
SRR6317347_00269	CDS			hypothetical protein
SRR6317347_00269	gene			
SRR6317347_00270	CDS			hypothetical protein
SRR6317347_00270	gene			
